filmid	title	actor
RCn39	T:Daylight	Amy Brenneman
RCo11	T:Attack of the Crab Monster	Pamela Duncan
RCo11	T:Attack of the Crab Monster	Mel Welles
RCo14	T:Machine Gun Kelly	Wally Campo
RCo23	T:The Wasp Woman	Barboura Morris
RCo24	T:A Bucket of Blood	Anthony Carbone
RCo24	T:A Bucket of Blood	Bert Convy
RCo26	T:House of Usher	Mark Damon
RCo32	T:The Premature Burial	Ray Milland
RCo34	T:Tales of Terror	Maggie Pr.
RCo34	T:Tales of Terror	Wally Campo
RCo36	T:The Raven	Boris Karloff
RCo37	T:The Terror	Boris Karloff
RCo38	T:The Haunted Palace	Barbara Morris
RCo43	T:The Tomb of Ligeia	Oliver Johnson
RCo46	T:The Trip	Peter Fonda
RCo48	T:Gas-s-s!	Ben Vereen
RCo70	T:Watchers II	Marc Singer
RCS10	T:Camille	Alla Nazimova
RcW10	T:It's all True: Based on An Unfinished Film By Orson Welles	Orson Welles
RD4	T:The Omen	Martin Benson
RD5	T:Superman	Ned Beatty
RD8	TZ:The Toy	Ned Beatty
RD9	T:Ladyhawke	Matthew Broderick
RD15	T:Lady Luck	Mathew Broderick
RD15	T:Lady Luck	Michelle Pfeiffer
RD19	T:Lethal Weapon	Mel Gibson
RD19	T:Lethal Weapon	Mitchell Ryan
RD18	T:Absolute Beginners	Patsy Kensit
RD20	T:Scrooged	Bill Murray
RD20	T:Scrooged	Bobcat Goldthwait
RD25	T:Lethal Weapon II	Mel Gibson
RD25	T:Lethal Weapon II	Patsy Kensit
RD35	T:Lethal Weapon III	Mel Gibson
RD35	T:Lethal Weapon III	Rene Russo
RD37	T:Maverick	Mel Gibson
RD37	T:Maverick	Alfred Molina
RD43	T:Lethal Weapon 4	Mel Gibson
RD43	T:Lethal Weapon 4	Rene Russo
RDa1	T:The Green Man	Avril Nagers
RDa3	T:First Man Into Space	Marshall Thompson
RDa3	T:First Man Into Space	Marla Landi
RDa5	TZ:Two-Way Stretch	Peter Sellers
RDa5	TZ:Two-Way Stretch	Bernard Cribbins
RDa5	T:Two-Way Stretch	Maurice Denham
RDa5	T:Two-Way Stretch	Beryl Reid
RDa5	T:Two-Way Stretch	Liz Fraser
RDa5	T:Two-Way Stretch	Lionel Jeffries
RDa12	T:Tarzan and the Great River	Michael Padilla~jr.
RDa21	TZ:Initiation of Sarah	Morgan Brittany
RDa21	TZ:Initiation of Sarah	Morgan Fairchild
RDa25	T:The Man With Bogart's Face	Misty Rowe
RDa25	T:The Man With Bogart's Face	Michelle Phillips
RDa25	T:The Man With Bogart's Face	Olivia Hussey
RDa25	T:The Man With Bogart's Face	Mike Mazurki
RDh10	T:Le `Petit Baigneur'	Louis deFunes
RDh10	T:Le `Petit Baigneur'	Michel Galabru
RDi10	TZ:Deathgames	Lou Brown
RDL3	T:A Hard Day's Night	Paul McCartney
RDL3	T:A Hard Day's Night	Norman Rossington
RDL3	T:A Hard Day's Night	Norman Bassington
RDL3	T:A Hard Day's Night	Phil Collins
RDL4	T:The Knack	Michael Crawford
RDL4	T:The Knack	Ray Brooks
RDL5	T:Help!	Paul McCartney
RDL6	T:A Funny Thing Happened on the Way to the Forum	Zero Mostel
RDL6	T:A Funny Thing Happened on the Way to the Forum	Phil Silvers
RDL10	TZ:The Three Musketeers	Richard Chamberlain
RDL10	TZ:The Three Musketeers	Raquel Welch
RDL10	TZ:The Three Musketeers	Oliver Reed
RDL10	TZ:The Three Musketeers	Michael York
RDL11	T:Juggernaut	Omar Sharif
RDL11	T:Juggernaut	Anthony Hopkins
RDL12	TZ:Four Musketeers	Raquel Welch
RDL12	TZ:Four Musketeers	Richard Chamberlain
RDL12	TZ:Four Musketeers	Michael York
RDL13	T:Royal Flash	Malcom McDowall
RDL13	T:Royal Flash	Oliver Reed
RDL13	T:Royal Flash	Alan Bates
RDL13	T:Royal Flash	Lionel Jeffries
RDL13	T:Royal Flash	Alastair Sim
RDL13	T:Royal Flash	Michael Hodern
RDL15	T:Robin and Marian	Nicol Williamson
RDL17	T:Butch and Sundance, the Early Days	Michael C. Gwynne
RDL17	T:Butch and Sundance, the Early Days	Peter Weller
RDL18	TZ:Cuba	Martin Balsam
RDL18	TZ:Cuba	Alejandro Rey
RDL18	TZ:Cuba	Lonette McKee
RDL19	T:Superman II	Ned Beatty
RDL20	TZ:Superman II	Marlon Brando
RDL20	T:Superman III	Annie Ross
RDL20	T:Superman III	Pamela Stephenson
RDL20	T:Superman III	Marc McClure
RDL24	T:Finders Keepers	Lou Gossett~jr.
RDL24	T:Finders Keepers	Beverly DAngelo
RDL24	T:Finders Keepers	Pamela Stephens
RdM8	T:The Dark Past	Nina Foch
RdM18	T:Second Chance	Reginal Sheffield
RdM30	T:The 300 Spartans	Ralph Richardson
RdM30	T:The 300 Spartans	Barry Coe
RDo10	T:The Bounty	Anthony Hopkins
RDo10	T:The Bounty	Bernard Hill
RDo30	T:White Sands	Mary Elizabeth Mastantonio
RDo30	T:White Sands	Mickey Rourke
RDo32	T:The Getaway	Alec Baldwin
RDo32	T:The Getaway	Michael Madsen
RdR10	T:Gold Diggers of Broadway	Nancy Welford
RdR10	T:Gold Diggers of Broadway	Ann Pennington
RdR10	T:Gold Diggers of Broadway	Lilyan Tashman
RdR10	T:Gold Diggers of Broadway	Nick Lucas
RdR30	T:Blonde Crazy	Ray Milland
RdR30	T:Blonde Crazy	Louis Calhern
RdR30	T:Blonde Crazy	Polly Walters
RdR30	T:Blonde Crazy	Maude Eburne
RdR32	T:The Maltese Falcon	Oscar Apfel
RdR37	T:Taxi!	Loretta Young
RdR37	T:Taxi!	Matt McHugh
RdR40	T:Employees' Entrance	Barbara Stanwyck
RdR44	T:Lady Killer	Mae Clarke
RdR44	T:Lady Killer	Margaret Lindsay
RdR44	T:Lady Killer	Raymond Hatton
RdR46	T:Bulldog Drummond Strikes Back	Loretta Young
RdR46	T:Bulldog Drummond Strikes Back	Mischa Auer
RdR48	T:Folies Bergere	Merle Oberon
RdR48	T:Folies Bergere	Ann Sothern
RdR52	T:Born to Dance	Raymond Walburn
RdR52	T:Born to Dance	Reginald Gardiner
RdR54	T:On the Avenue	Madeleine Carroll
RdR54	T:On the Avenue	Walter Catlett
RdR54	T:On the Avenue	Alan Mowbray
RdR54	T:On the Avenue	Billy Gilbert
RdR56	T:Broadway Melody of 1938	Billy Gilbert
RdR56	T:Broadway Melody of 1938	Raymond Wilburn
RdR61	T:He Married his Wife	Mary Boland
RdR63	T:The Chocolate Soldier	Nigel Bruce
RdR64	T:Topper Returns	Billie Burke
RdR64	T:Topper Returns	Rafaela Ottiano
RdR66	T:Maisie Gets Her Man	Ann Sothern
RdR66	T:Maisie Gets Her Man	Red Skelton
RdR66	T:Maisie Gets Her Man	Allen Jenkins
RdR66	T:Maisie Gets Her Man	Lloyd Corrigan
RdR66	T:Maisie Gets Her Man	Walter Catlett
RdR66	T:Maisie Gets Her Man	Rags Ragland
RdR68	T:DuBarry Was a Lady	Lucille Ball
RDu10	TZ:Angelo My Love	Angelo Evans
RDu10	TZ:Angelo My Love	Michael Evans
RDu15	T:The Apostle	Miranda Richardson
RDW2	TZ:Beneath the 12-Mile Reef	Richard Boone
RDW2	TZ:Beneath the 12-Mile Reef	Peter Graves
RDW7	T:Caribbean Mystery	Reed Hadley
RDW10	T:Love Me Tender	Neville Brand
ReC4	T:Two Cents worth of Hope	Maria Fiore
ReC5	T:Romeo and Juliet	Aldo Zollo
ReC5	T:Romeo and Juliet	Mervyn Johns
ReC5	T:Romeo and Juliet	Lydia Sherwood
ReC5	T:Romeo and Juliet	Nietta Zocchi
ReC5	T:Romeo and Juliet	Bill Travers
ReC5	T:Romeo and Juliet	Norman Wooland
ReD10	TZ:Massacre at Central High	Andrew Stevens
ReH10	T:Die Hard 2	Bonnie Bedelia
ReH10	T:Die Hard 2	Reginald VelJohnson
ReH10	T:Die Hard 2	William Saddler
ReH10	T:Die Hard 2	Art Evans
REM5	T:Any Wednesday	Ann Prentiss
REM10	TZ:The Baltimore Bullet	Omar Sharif
REn6	T:Dames	Zasu Pitts
REn18	T:China Clipper	Pat OBrien
REn18	T:China Clipper	Marie Wilson
REn20	T:Earthworm Tractors	Olin Howland
REn45	T:Angels Wash Their Faces	Ann Sheridan
REn45	T:Angels Wash Their Faces	Berton Churchill
REn50	T:Law of the Tropics	Regis Toomey
REn50	T:Law of the Tropics	Mona Maris
ReN53	T:The Spoilers	Randolph Scott Chandler
ReN53	T:The Spoilers	Margaret Lindsay
ReN53	T:The Spoilers	Richard Berthelmess
REn55	T:The Iron Major	Barbara Hale
RfH10	T:Ave Maria	Zarah Leander
RFl3	T:The Battle of Paris	Arthur Treacher
RFl20	T:Murders in the Rue Morgue	Bert Roach
RFl20	T:Murders in the Rue Morgue	Brandon Hurst
RFl20	T:Murders in the Rue Morgue	Noble Johnson
RFl28	T:The Raven	Boris Karloff
RFl30	T:The Woman in Red	Philip Reed
RFl33	T:Hollywood Boulevard	Marsha Hunt
RFl33	T:Hollywood Boulevard	Bob Cummings
RFl33	T:Hollywood Boulevard	Maurice Costello
RFl33	T:Hollywood Boulevard	Mae Marsh
RFl33	T:Hollywood Boulevard	Bert Roach
RFl40	T:The Magnificent Fraud	Akim Tamiroff
RFl40	T:The Magnificent Fraud	Patricia Morison
RFl60	T:The Beast with Five Fingers	Peter Lorre
RFl100	T:Change of Heart	Anne Helm
RFM10	T:Little Darlings	Armande Assante
RFM10	TZ:Little Darlings	Matt Dillon
RFM20	T:Gettysburg	Martin Sheen
RFr10	T:Road Games	Marion Edwards
RFr15	T:Psycho II	Meg Tilly
RFu10	T:Wuthering Heights	Anna CalderMarshall
RFu10	T:Wuthering Heights	Pamela Brown
RFu10	T:Wuthering Heights	Aubrey Woods
RFu11	T:The Abominable Dr. Phibes	Peter Jeffrey
RFu11	T:The Abominable Dr. Phibes	Aubrey Woods
RFu12	T:Dr. Phibes Rises Again	Peter Cushing
RFu12	T:Dr. Phibes Rises Again	Beryl Reid
RFu12	T:Dr. Phibes Rises Again	Peter Jeffrey
RFu20	TZ:Devil's Rain	William Shatner
RgH10	T:Hi Life	Moira Kelly
RGo10	T:Never Been Kissed	Molly Shannon
RGo10	T:Never Been Kissed	Michael Vartan
RGr10	T:Xanadu	Michael Beck
RGr30	T:Forgotten Prisoners	Alyson Spiro
RGt15	T:Subarnarekha	Madhabi Mukherjee
RgW10	T:Road Scholar	Andrei Codrescu
RHa4	T:Kind Hearts and Coronets	Arthur Lowe
RHa5	T:The Spider and the Fly	Nadia Gray
RHa5	T:The Spider and the Fly	Maurice Denham
RHa8	T:Father Brown	Peter Finch
RHa8	T:Father Brown	Bernard Lee
RHa8	T:Father Brown	Marne Maitland
RHa9	T:To Paris With Love	Odile Versois
RHa9	T:To Paris With Love	Austin Trevor
RHa10	T:The Scapegoat	Alec Guinness
RHa10	T:The Scapegoat	Bette Davis
RHa10	T:The Scapegoat	Nicole Maurey
RHa10	T:The Scapegoat	Pamela brown
RHf10	T:Futureworld	Peter Fonda
RHf10	T:Futureworld	Blythe Danner
RHf10	T:Futureworld	Arthur Hill
RHf20	TZ:I, The Jury	Armand Assante
RHf20	TZ:I, The Jury	Barbara Carrera
RHf20	T:I, The Jury	Alan King
RHf20	T:I, The Jury	Paul Sorvino
RHg10	T:Evening Star	Bill Paxton
RHg10	T:Evening Star	Miranda Richardson
RHg10	T:Evening Star	Ben Johnson
RHg10	T:Evening Star	Marion Ross
RHk10	T:Dead On	Matt McCoy
RhM10	T:Razorback	Arkie Whiteley
RhM10	T:Razorback	Bill Kerr
RhM34	T:Blue Ice	Alun Armstrong
RhM34	T:Blue Ice	Bobby Hunt
RhM34	T:Blue Ice	Philip Davis
RhM34	T:Blue Ice	Bob Hoskins
RhM37	T:The Shadow	Penelope Ann Miller
RhM37	T:The Shadow	Peter Boyle
RHo5	T:Night Shift	Richard Belzer
RHo5	T:Night Shift	Pawyer Trollhaus
RHo5	T:Night Shift	Ola Ray
RHo5	T:Night Shift	Ashley Cox
RHo12	T:Cocoon	Linda Harrison
RHo12	T:Cocoon	Mike Nomad
RHo20	T:Parenthood	Mary Steenburgen
RHo20	T:Parenthood	Martha Plimpton
RHo22	T:Backdraft	Rebecca deMornay
RHo29	T:Apollo 13	Bill Paxton
RHr5	T:Roadhouse	Patrick Swayze
RHr5	T:Roadhouse	Ben Gazzara
RHr5	T:Roadhouse	Red West
RhS20	T:Viktor und Viktoria	Anton Walbrook
RHv10	T:Critters 4	Angela Bassett
RHv10	T:Critters 4	Brad Dourif
RiB1	T:My Favourite Year	Peter OToole
RiB1	T:My Favourite Year	Mark LinnBaker
RiB1	T:My Favourite Year	Bill Macy
RiB1	T:My Favourite Year	Lou Jacobi
RiB15	T:Racing with the Moon	Max Showalter
RiB25	T:Made in America	Nia Long
RiB25	T:Made in America	Paul Rodriguez
RiB30	T:City Heat	Madeleine Kahn
RiD1	T:The Schartz-Metterklume Method	Patricia Hitchcock
RiD1	T:The Schartz-Metterklume Method	Noel Drayton
RiF10	T:The Narrow Margin	Queenie Leonard
RiF13	TZ:Twenty Thousand Leagues Under the Sea	Peter Lorre
RiF13	T:Twenty Thousand Leagues Under the Sea	Paul Lukas
RiF15	T:The Girl in the Red Velvet Swing	Ray Milland
RiF15	T:The Girl in the Red Velvet Swing	Luther Adler
RiF15	T:The Girl in the Red Velvet Swing	Philip Reed
RiF18	T:The Vikings	Alexander Knox
RiF18	T:The Vikings	Maxine Audley
RiF21	T:Crack in the Mirror	Bradford Dillman
RiF21	T:Crack in the Mirror	Alexander Knox
RiF22	T:Barrabas	Arthur Kennedy
RiF22	T:Barrabas	Norman Wooland
RiF22	T:Barrabas	Michael Gwynn
RiF24	TZ:Fantastic Voyage	William Redfield
RiF24	TZ:Fantastic Voyage	Arthur Kennedy
RiF25	TZ:Doctor Dolittle	Anthony Newley
RiF25	TZ:Doctor Dolittle	Peter Bull
RiF28	T:Tora! Tora! Tora!	Martin Balsam
RiF35	TZ:Mr.~Majestyk	Al Lettieri
RiF35	T:Mr.~Majestyk	Linda Cristal
RiF39	T:Crossed Swords	Raquel Welch
RiF39	T:Crossed Swords	Rex Harrison
RiF52	TZ:Conan the Destroyer	Arnold Schwarzenegger
RiF52	TZ:Conan the Destroyer	Wilt Chamberlain
RiF52	TZ:Conan the Destroyer	Olivia D'Abo
RiF52	TZ:Conan the Destroyer	Mako
RiF48	T:Tough Enough	Pam Grier
RiL10	TZ:Night Cries	Michael Parks
RiL14	TZ:Change of Seasons	Anthony Hopkins
RiL14	TZ:Change of Seasons	Bo Derek
RiL14	TZ:Change of Seasons	Mary Beth Hurt
RiO50	T:The Lovable Cheat	Peggy Ann Garner
RiQ6	T:Cruising Down the River	Billy Daniels
RiQ15	T:Solid Gold Cadillac	Paul Douglas
RiQ15	T:Solid Gold Cadillac	Arthur OCinnell
RiQ23	T:Paris When it Sizzles	Noel Coward
RiQ23	T:Paris When it Sizzles	Raymond Bussieres
RiQ29	T:Synanon	Alex Cord
RiQ29	T:Synanon	Richard Conte
RiQ29	T:Synanon	Barbara Luna
RiR15	TZ:Bad Boys	Reni Santoni
RiS10	T:You, Me, and Marley	Lorcan Cranitch
RJe1	T:La Lectrice	Maria Casares
RJR10	T:Zapped	Willie Aames
RKa10	TZ:Carny	Meg Foster
RkM10	T:D.O.A.	Meg Ryan
RkM16	T:Super Mario Bros.	Bob Hoskins
RKi10	T:The Midnight Man	Morgan Woodward
RKi10	T:The Midnight Man	Mills watson
RkK10	T:Quick	Martin Donovan
RkK15	T:Blast from the Past	Bendan Fraser
RkK15	T:Blast from the Past	Alicia Silverstone
RLB10	T:The Mummy's Ghost	Ramsay Ames
RLB10	T:The Mummy's Ghost	Barton McLaine
RLB10	T:San Diego, I love You	Louise Allbritton
RLB12	T:Jungle Woman	Milburn Stone
RlE20	T:Independence Day	Randy Quaid
RlE20	T:Independence Day	Margaret Colin
RLG10	T:Living Out Loud	Martin Donovan
RLi6	T:Just Before Dawn	Mike Kellin
RLi10	TZ:Table for Five	Marie-Christine Barrault
RLi10	TZ:Table for Five	Millie Perkins
RLi10	T:Table for Five	Richard Crenna
RLi10	T:Table for Five	Maria OBrien
RLi20	T:All I want for Christmas	Andrea Martin
RLi20	T:All I want for Christmas	Renee Taylor
RLl13	T:Dazed and Confused	Matt Damon
RLl18	T:Suburbia	Amie Carey
RLl18	T:Suburbia	Nicky Katt
RLl18	T:Suburbia	Parker Posey
RLn10	T:High Lonesome	Bill Monroe
RLn10	T:High Lonesome	Alison Kraus
RLo11	TZ:The Missionary	Michael Palin
RLo11	TZ:The Missionary	Maggie Smith
RLo11	T:The Missionary	Michael Hodern
RLT10	TZ:Ticket to Heaven	Meg Foster
RlW10	T:The Bat	Louise Fazenda
RM4	T:Love Me Tonight	Blanche Friderici
RM4	T:Love Me Tonight	Marion `Peanuts' Byron
RM4	T:Love Me Tonight	Mary Doran
RM4	T:Love Me Tonight	Bert Roach
RM6	T:Queen Christina	Reginald Owen
RM7	T:We Live Again	Anna Sten
RM8	T:Becky Sharp	Miriam Hopkins
RM8	T:Becky Sharp	Billie Burke
RM8	T:Becky Sharp	Nigel Bruce
RM12	T:The Mark of Zorro	Linda Darnell
RM12	T:The Mark of Zorro	Montagu Love
RM13	T:Blood and Sand	Linda Darnell
RM13	T:Blood and Sand	Anthony Quinn
RM13	T:Blood and Sand	Alla Nazimova
RM13	T:Blood and Sand	Lynn Bari
RM15	T:Summer Holiday	Mickey Rooney
RM15	T:Summer Holiday	Marilyn Maxwell
RM15	T:Summer Holiday	Anne Francis
RM16	T:Silk Stockings	Peter Lorre
RMD10	T:The Subterraneans	Arte Johnson
RMe12	T:The Cat and the Canary	Michael Callan
RMe12	T:The Cat and the Canary	Peter McEnery
RMe12	T:The Cat and the Canary	Beatrix Lehman
RMe12	T:The Cat and the Canary	Olivia Hussey
RMg15	T:The Kingdom of Zydeco	Beau Jocque
RMk10	T:Once in a Lifetime	Aline McMahon
RMk10	T:Once in a Lifetime	Louise Fazenda
RMk10	T:Once in a Lifetime	Mona Maris
RMl1	T:A Man Alone	Mary Murphy
RMl1	T:A Man Alone	Arthur Space
RMl1	T:A Man Alone	Alan Hale~jr
RMo3	T:Once More My Darling	Ann Blyth
RMq5	T:Eye of the Needle	Alex McCrindle
RMq8	T:Return of The Jedi	Billy Dee Williams
RMq8	T:Return of The Jedi	Peter Mayhew
RMr10	T:Penetration	Marc Stevens
RMu7	T:The Spiral Road	Neva Patterson
RMu7	T:The Spiral Road	Philip Abbott
RMu25	T:Up the Down Staircase	Patrick Bedford
RMu37	TZ:Same Time, Next Year	Alan Alda
RMu41	TZ:Bloodbrothers	Paul Sorvino
RMu41	TZ:Bloodbrothers	Marilu Henner
RMu46	T:Kiss Me Goodbye	Paul Dooley
RMu46	T:Kiss Me Goodbye	Mildred Natwick
RMu46	T:Kiss Me Goodbye	William Prince
RMw3	T:The Phantom of the Opera	Maximiliam Schell
RMw10	T:Overexposed	Marcy Walker
RMw13	T:Afterburn	Michael Rooker
RMw13	T:Afterburn	Andy Romano
RMw13	T:Afterburn	Basil Wallace
RMY10	T:Short Eyes	Nathan George
RMY10	TZ:Short Eyes	Miguel Pinero
RMY15	TZ:One Trick Pony	Blair Marion
RMY15	TZ:One Trick Pony	Mare Winningham
RMY15	TZ:One Trick Pony	Lou Reed
RNe1	T:Requiem for A Heavyweight	Anthony Quinn
RNe1	T:Requiem for A Heavyweight	Mickey Rooney
RNe1	T:Requiem for A Heavyweight	Madame Spivey
RNe15	T:Soldier Blue	Peter Strauss
RNe23	TZ:Embryo	Barbara Carrera
RnH13	T:Boomerang	Martin Lawrence
RNo10	T:Igla	Pyotr Mamonov
RNo20	T:Diki Vostok	Zhanna Isina
RoA4	T:Vera Cruz	Morris Ankrum
RoA5	T:Kiss Me, Deadly	Ralph Meeker
RoA5	T:Kiss Me, Deadly	Marian Carr
RoA22	T:Sodom and Gomorrah	Pier Angeli
RoA22	T:Sodom and Gomorrah	Anouk Aim\'ee
RoA23	T:Whatever happened to Baby Jane?	Bette Davis
RoA23	T:Whatever happened to Baby Jane?	Anna Lee
RoA25	T:Hush Hush, Sweet Charlotte	Mary Astor
RoA25	T:Hush Hush, Sweet Charlotte	Agnes Moorehead
RoA26	T:The Flight of the Phoenix	Peter Finch
RoA28	T:Dirty Dozen	Ralph Meeker
RoA32	T:The Legend of Lylah Clare	Milton Seltzer
RoA32	T:The Legend of Lylah Clare	Michael Murphy
RoA35	TZ:Too Late the Hero	Michael Caine
RoA57	TZ:Hustle	Ben Johnson
RoA57	T:Hustle	Paul Winfield
RoA64	T:The Longest Yard	Bernadette Peters
RoA66	T:The Choirboys	Louis Gossett~jr.
RoA66	T:The Choirboys	Randy Quaid
RoA70	T:All the Marbles	Peter Falk
RoD10	TZ:The Black Stallion Returns	Allen Goorwitz
RoH30	T:Caged Fear	Loretta Devine
RoF20	T:Man of Aran	Maggie Dirane
RoF30	T:Elephant Boy	Walter HuddF
RoF30	T:Elephant Boy	Allan Jeayes
RoJ10	T:Fat Man and Little Boy	Bonnie Bedelia
RoJ20	T:Goodbye Lover	Patricia Arquette
RoJ20	T:Goodbye Lover	MarieLouise Parker
RoL10	T:Anything Goes	Mitzi Gaynor
RoL10	T:Anything Goes	Zizi Jeanmaire
RoL10	T:Anything Goes	Phil Harris
RoL59	TZ:Fallen Angel	Melinda Dillon
RoL60	TZ:If Things Were Different	Arte Johnson
RoN16	T:The Prime of Miss Jean Brodie	Maggie Smith
RoN16	T:The Prime of Miss Jean Brodie	Pamela Franklin
RoN18	T:The Poseidon Adventure	Red Buttons
RoN18	T:The Poseidon Adventure	Angela Cartwright
RoN18	T:The Poseidon Adventure	Arthur OConnell
RoN18	T:The Poseidon Adventure	Pamela Sue Martin
RoN22	TZ:The Odessa File	Maximilian Schell
RoN22	TZ:The Odessa File	Maria Schell
RoN22	TZ:The Odessa File	Mary Tamm
RoN28	T:Meteor	Martin Landau
RoN30	T:Hopscotch	Ned Beatty
RoN32	TZ:First Monday in October	Walter Matthau
RoP2	T:Repulsion	Patrick Wymark
RoP5	T:Rosemary's Baby	Patsy Kelly
RoP7	T:Che?/What?/Was?	Marcello Mastroianni
RoP9	T:The Tenant	Melvyn douglas
RoP10	T:Tess	Nastassia Kinski
RoP10	T:Tess	Peter Firth
RoP15	T:Frantic	Alexandra Stewart
RoP20	T:Bitter Moon	Peter Coyote
RoR2	T:All the King's Men	Anne Seymour
RoR5	T:Alexander the Great	Peter Cushing
RoR5	T:Alexander the Great	Michael Hodern
RoR5	T:Alexander the Great	Niall MacGinnis
RoR6	T:Island in the Sun	Michael Rennie
RoR6	T:Island in the Sun	Patricia Owens
RoR6	T:Island in the Sun	Basil Sidney
RoR10	T:Lilith	Peter Fonda
RoR10	T:Lilith	Anne Meacham
RoR25	TZ:They Came to Cordura	Richard Conte
RoR25	TZ:They Came to Cordura	Michael Callan
RoS3	T:Tudor Rose	Martita Hunt
RoS3	T:Tudor Rose	Miles Malleson
RoS6	T:King Solomon's Mines	Paul Robeson
RoS6	T:King Solomon's Mines	Anna Lee
RoS11	T:Tom Brown's Schooldays	Billy Halop
RoS13	T:Back Street	Peggy Stewart
RoS13	T:Back Street	Neil ODay
RoS17	T:To the Ends of the Earth	Ludwig Donath
RoS60	TZ:Old Yeller	Beverly Washburn
RoS65	TZ:Darby O'Gill and the Little People	Albert Sharpe
RoS68	T:The Shaggy Dog	Anette Funicello
RoS68	T:The Shaggy Dog	Alexander Scoursby
RoS70	T:An Occurrence at Owl Creek Bridge	Brad Weston
RoS90	T:Mary Poppins	Reginald Owen
RoS90	T:Mary Poppins	Mathew Garber
RoS90	T:Mary Poppins	Arthur Treacher
RoS92	TZ:That Darn Cat	Neville Brand
RoS94	TZ:Gnome-Mobile	Matthew Garber
RoS94	T:Gnome-Mobile	Richard Deacon
RoS95	T:Blackbeard's Ghost	Richard Deacon
RoS98	T:The Love Bug	Michele Lee
RoS100	TZ:Bedknobs and Broomsticks	Angela Lansbury
RoS100	T:Bedknobs and Broomsticks	Barbara Morrison
RoS120	TZ:Island at the Top of the World	Mako
RoT20	T:Ring of Spies	Nancy Nevinson
RoV1	T:And God Created Woman	Paul Faivre
RoV7	T:La Ronde	Marie Dubois
RoV7	T:La Ronde	Anna Karina
RoV7	T:La Ronde	Maurice Ronet
RoV7	T:La Ronde	Bernard Noel
RoV10	T:Barbarella	Marcel Marceau
RoV10	T:Barbarella	Anita Pallenberg
RoV10	T:Barbarella	Milo OShea
RoV13	T:Pretty Maids All in a Row	Angie Dickinson
RoV15	T:Don Juan	Maurice Ronet
RoW10	TZ:Anna to the Infinite Power	Martha Byrne
RoW10	TZ:Anna to the Infinite Power	Mark Patton
RoW10	TZ:Anna to the Infinite Power	Loretta Divine
RPa10	T:Cry Danger	Rhonda Flemming
RPa10	T:Cry Danger	Regis Toomey
RPa25	TZ:A Town Called Hell	Martin Landau
RPo10	T:Caroline Ch\'erie	Martine Carol
RPr10	T:Write to Kill	Ray Stricklyn
RPr10	T:Write to Kill	Ray Wise
RR1	T:Ordinary People	M.Emmet Walsh
RR2	T:The Milagro Beanfield War	Richard Bradford
RR2	T:The Milagro Beanfield War	Melanie Griffith
RR3	T:A River Runs Through It	Brad Pitt
RR3	T:A River Runs Through It	Brenda Blethyn
RR4	T:Quiz Show	Ralph Fiennes
RR4	T:Quiz Show	Paul Scofield
RR4	T:Quiz Show	Mira Sorvino
RR4	T:Quiz Show	Alan Rich
RR4	T:Quiz Show	Barry Levinson
RRo1	T:Open City	Anna Magnani
RRo1	T:Open City	Maria Michi
RRo5	T:Paisa	William Tubbs
RRo12	T:Stromboli	Renzo Cesana
RRo16	T:A Trip To Italy	Paul Muller
RRo16	T:A Trip To Italy	Anna Proclemer
RRo16	T:A Trip To Italy	Maria Mauban
RRo16	T:A Trip To Italy	Natalia Rai
RRo18	T:Fear	Mathias wieman
RRo18	T:Fear	Renate Mannhardt
RRo20	T:General della Rovere	Anne Verdon
RrS10	T:Gentlemen Prefer Brunettes	Alan Young
RRu7	T:Hells Angels on Wheels	Pearl Kaplan
RRu15	TZ:Freebie and the Bean	Alan Arkin
RRu15	TZ:Freebie and the Bean	Loretta Swit
RRu15	TZ:Freebie and the Bean	Mike Kellin
RRu15	TZ:Freebie and the Bean	Alex Rocco
RRu20	TZ:The Stunt Man	Barbara Hershey
RRu20	TZ:The Stunt Man	Allen Goorwitz
RRu20	TZ:The Stunt Man	Alex Rocco
RRw15	T:Lost Angel	Marsha Hunt
RRw15	T:Lost Angel	Philip Merryvale
RRw20	T:Our Vines Have Tender Grapes	Margaret OBrien
RRw20	T:Our Vines Have Tender Grapes	Agnes Moorehead
RRw20	T:Our Vines Have Tender Grapes	Morris Carnovsky
RRw32	T:The 5000 Fingers of Dr.~T	Mary Healy
RRw33	T:Affair with a Stranger	Mary Jo Tarola
RRw33	T:Affair with a Stranger	Nicholas Joy
RRw33	T:Affair with a Stranger	Wally Vernon
RRw35	T:Hit the Deck	Ann Miller
RRw37	T:These Wilder Years	Betty Lou Keim
RRz10	T:Mariachi	Reinol Martinez
RRz10	T:Mariachi	Peter Marquardt
RS1	TZ:The Duellists	Albert Finney
RS3	T:Blade Runner	M.~Emmet Walsh
RS9	T:Alien 2	Michael Behn
RS11	T:Someone To Watch Over Me	Lorraine bracco
RS11	T:Someone To Watch Over Me	Andreas Katsulas
RS14	T:Black Rain	Michael Douglas
RS14	T:Black Rain	Andy Garcia
RS20	T:1492: Conquest of Paradise	Armand Assante
RS20	T:1492: Conquest of Paradise	Angela Molina
RS20	T:1492: Conquest of Paradise	Michael Wincott
RS26	T:White Squall	Bathazar x
RS28	T:G.I. Jane	Anne Bancroft
RSa5	T:Vanishing Point	Paul Koslo
