STAGENM	BIRTHNM	FIRSTNM	DOB	ORIGIN	GENDER	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
Valerie Landsburg	#	#	#	\Un	F	2005-07-08 03:26:58.688	2005-07-08 04:39:15.864
Abbe Lane	#	#	#	\Un	#	2005-07-08 02:03:11.41	2005-07-08 02:05:31.639
Diane Lane	Lane	Diane	1965	\Un	F	2005-07-07 22:44:36.754	2005-07-07 23:54:03.551
Kent Lane	fn	gn	#	#	M	2005-07-07 18:01:23.299	2005-07-07 18:25:26.664
Mike Lane	#	#	#	\Un	M	2005-07-08 02:56:21.188	2005-07-08 04:19:12.878
Richard Lane	Lane	Richard	1900	\Un	M	2005-07-08 11:14:06.043	2005-07-08 11:24:25.503
Tom Lane	Lenesky	Tom	#	\Am	M	2005-07-07 19:20:21.557	2005-07-07 20:00:38.903
Matheson Lang	Lang	Matheson	1879	\Br; Scots	M	2005-07-07 17:18:40.059	2005-07-07 18:18:11.414
Perry Lang	#	#	#	\Un	M	2005-07-08 05:41:29.302	2005-07-08 05:53:20.486
Joi Lansing	Wassmansdoff	Joyce	1928	\Am	F	2005-07-08 05:02:57.279	2005-07-08 06:04:54.565
Mario Lanza	Cocozza	Alfredo	1921	\Am	M	2005-07-08 11:39:22.11	2005-07-08 13:04:23.45
Laurie Lapinski	#	#	#	\Un	F	2005-07-08 10:03:52.542	2005-07-08 11:16:27.266
Erik Larsen	#	#	#	\Un	M	2005-07-08 00:56:00.155	2005-07-08 01:52:30.37
Ham Larsen	#	#	#	\Un	M	2005-07-08 11:48:56.01	2005-07-08 12:37:27.988
Keith Larsen	Larsen	Keith	1925	\Am	M	2005-07-08 11:17:05.54	2005-07-08 11:53:58.007
Louise Lasser	Lasser	Louise	1939	\Am	F	2005-07-07 20:06:28.882	2005-07-07 21:27:18.839
Sidney Lassick	#	#	#	\Un	M	2005-07-08 11:15:55.37	2005-07-08 12:16:01.467
Louise Latham	Latham	Louise	#	\Am	F	2005-07-08 02:08:42.151	2005-07-08 02:33:05.169
Matt Lattanzi	#	#	#	\Un	M	2005-07-07 18:28:36.076	2005-07-07 19:54:04.212
Lyle Lattel	#	#	#	\Un	M	2005-07-07 17:04:58.236	2005-07-07 17:59:48.151
Tom Laughlin	Laughlin	Tom	1938	\Am	M	2005-07-07 22:34:17.289	2005-07-07 22:47:59.304
Charles Laughton	#	#	1899	\Br	M	2005-07-07 19:10:55.366	2005-07-07 19:22:45.215
Cyndi Lauper	Lauper	Cynthia	1953	\Am	F	2005-07-08 01:47:21.775	2005-07-08 03:04:34.934
Carol Laure	#	#	#	\Un	F	2005-07-08 01:51:38.083	2005-07-08 02:48:05.284
Stan Laurel	Jefferson	Arthur Stanley	1890	\Br	M	2005-07-08 09:59:43.795	2005-07-08 10:08:23.451
John Laurie	#	#	#	\Un	M	2005-07-07 18:09:19.767	2005-07-07 19:07:00.635
Piper Laurie	Jacobs	Rosetta	1932	\Am	F	2005-07-07 16:49:04.474	2005-07-07 17:24:00.481
Harry Lauter	Lauter	Harry	1920	\Am	M	2005-07-07 20:35:10.705	2005-07-07 21:32:44.599
Adam Lawrence	#	#	#	\Un	M	2005-07-08 05:00:50.644	2005-07-08 05:53:45.924
Barbara Lawrence	Lawrence	Barbara	1928	\Am	F	2005-07-08 13:02:20.94	2005-07-08 14:04:43.167
Bruno Lawrence	#	#	#	\Un	M	2005-07-07 20:11:06.312	2005-07-07 21:10:01.87
Delphi Lawrence	Lawrence	Delphi	1927	\Br-\Hu	F	2005-07-07 21:14:21.041	2005-07-07 21:42:25.802
Gertrude Lawrence	Lawrence-Klasen	Alexandra Dagmar	1898	\Br	F	2005-07-08 10:01:05.354	2005-07-08 10:15:07.214
Steve Lawrence	#	#	#	\Un	M	2005-07-08 00:32:57.818	2005-07-08 01:41:52.608
Robin Leach	#	#	#	\Un	M	2005-07-08 01:37:12.938	2005-07-08 02:34:52.889
Rosemary Leach	#	#	#	\Un	F	2005-07-07 17:02:23.762	2005-07-07 17:16:56.337
Stanley Leavitt	#	#	#	\Un	M	2005-07-07 23:00:27.878	2005-07-07 23:49:10.784
Otto Lederer	#	#	#	\Un	M	2005-07-08 09:51:17.496	2005-07-08 10:39:19.793
Bernard Lee	Lee	Bernard	1908	\Br	M	2005-07-07 22:16:52.991	2005-07-07 22:52:53.78
Carl Lee	#	#	#	\Un	M	2005-07-08 08:26:55.393	2005-07-08 09:48:54.169
China Lee	#	#	#	#	F	2005-07-07 20:39:22.729	2005-07-07 21:25:29.308
Christopher Lee	Lee	Christopher	1922	\Br	M	2005-07-08 14:07:31.741	2005-07-08 15:00:16.447
Cinque Lee	Lee	Cinqu\'e	#	\Am	#	2005-07-07 19:02:19.611	2005-07-07 20:07:42.866
Cynthia Lee	#	#	#	\Un	F	2005-07-07 20:39:28.338	2005-07-07 21:43:24.497
Joie Lee	Lee	Joie	#	\Am	F	2005-07-08 01:48:50.631	2005-07-08 02:45:34.37
Mark Lee	#	#	#	\Un	M	2005-07-08 12:01:02.853	2005-07-08 13:08:44.309
Robbie Lee	#	#	#	\Un	#	2005-07-07 21:47:33.668	2005-07-07 22:22:40.736
Richard Leech	McClelland	Richard	1922	\Br	M	2005-07-08 02:30:01.848	2005-07-08 02:33:54.752
Roger Leenhardt	#	#	#	\Un	M	2005-07-08 01:50:16.678	2005-07-08 01:58:32.907
Eva leGallienne	Eva	le Gallienne	#	\Ct	F	2005-07-07 22:09:02.253	2005-07-07 22:58:07.576
Beatrix Lehman	#	#	#	\Un	F	2005-07-08 13:25:44.591	2005-07-08 14:45:36.389
Fritz Leiber	Leiber	Fritz	1883	\Am	M	2005-07-07 17:55:29.224	2005-07-07 18:12:58.378
Don Leifert	#	#	#	\Un	M	2005-07-08 14:53:38.655	2005-07-08 15:53:05.743
Jennifer Jason Leigh	Morrow	Jennifer	1961	\Am	F	2005-07-08 04:55:40.562	2005-07-08 05:26:58.186
Tom Leindecker	#	#	#	\Un	M	2005-07-08 10:30:11.111	2005-07-08 11:18:44.807
Donovan Leitch	Leitch	Donovan	#	\Ct	M	2005-07-07 17:15:18.554	2005-07-07 17:44:46.319
Michael Lembeck	#	#	#	\Un	M	2005-07-07 18:27:22.172	2005-07-07 19:11:08.834
Meadowlark Lemon	#	#	#	\Un	#	2005-07-08 05:08:34.678	2005-07-08 06:11:44.202
John Lennon	#	#	#	\Un	M	2005-07-07 17:32:34.694	2005-07-07 17:50:54.376
Jean Lenoir	#	#	#	\Un	F	2005-07-08 12:21:09.415	2005-07-08 13:23:33.641
Leib Lensky	#	#	#	\Un	M	2005-07-07 19:07:31.768	2005-07-07 20:19:59.986
Rick Lenz	Lenz	Rick	1939	\Am	M	2005-07-08 02:01:13.498	2005-07-08 02:30:33.36
Sheldon Leonard	Bershad	Sheldon	1907	\Am	M	2005-07-08 01:02:31.194	2005-07-08 01:59:24.707
Tea Leoni	Leoni	T\'ea	#	\Un	F	2005-07-08 11:57:33.131	2005-07-08 13:08:19.859
Madeleine Leroux	Leroux	Madeleine	#	\Fr	#	2005-07-08 10:29:24.353	2005-07-08 11:37:50.568
Joan Leslie	Brodell	Joan	1925	\Am	F	2005-07-08 08:43:07.013	2005-07-08 09:06:55.348
Bob Lesser	#	#	#	\Un	M	2005-07-08 06:44:44.001	2005-07-08 07:39:12.946
Buddy Lester	#	#	#	\Un	M	2005-07-08 13:05:10.724	2005-07-08 13:08:20.574
Al Lettieri	Lettieri	Al	1927	\Am	M	2005-07-08 07:12:58.745	2005-07-08 08:35:19.726
Sam Levene	Levene	Sam	1905	\Am	M	2005-07-07 22:50:02.683	2005-07-07 23:15:23.109
David Lewis	#	#	#	\Un	M	2005-07-08 15:29:45.004	2005-07-08 15:41:35.177
Geoffrey Lewis	#	#	#	\Un	M	2005-07-07 19:16:50.672	2005-07-07 20:45:46.651
Jenny Lewis	#	#	1975	\Un	F	2005-07-08 02:52:19.056	2005-07-08 03:59:29.637
Jerry Lee Lewis	#	#	#	\Un	M	2005-07-07 18:37:15.525	2005-07-07 18:50:22.515
Joe Lewis	#	#	#	\Un	M	2005-07-07 22:29:08.703	2005-07-07 23:48:42.201
Viola Leyel	#	#	#	\Un	F	2005-07-07 16:39:00.627	2005-07-07 17:40:43.927
Brian Libby	#	#	#	\Un	M	2005-07-07 22:37:56.843	2005-07-07 23:38:24.813
Liberace	bn	gn	#	\Am	M	2005-07-08 11:15:04.623	2005-07-08 12:29:30.184
Anne Libert	#	#	#	\Un	F	2005-07-07 21:02:16.623	2005-07-07 21:29:06.065
Beatrice Lillie	Munston	Constance Sylvia	1898	\Br	F	2005-07-07 22:12:43.406	2005-07-07 22:14:31.352
Elmo Lincoln	Linkenhelter	Otto Elmo	1889	\Am	M	2005-07-07 19:17:07.552	2005-07-07 20:22:51.423
Virna Lisi	Pieralisi	Virna	1937	\It	F	2005-07-08 07:56:17.733	2005-07-08 08:27:41.481
Margaret Livingston	Livingston	Margaret	1900	\Am	F	2005-07-07 22:42:36.77	2005-07-07 23:15:37.814
Emily Lloyd	Lloyd	Emily	#	\Br	F	2005-07-07 21:00:02.984	2005-07-07 21:17:40.099
Harold Lloyd	Lloyd	Harold	1893	\Am	M	2005-07-08 13:21:38.039	2005-07-08 13:25:54.068
Charles Lloyd-Pack	Pack	Charles	1905	\Br	M	2005-07-08 03:13:42.612	2005-07-08 03:14:57.079
June Lockhart	Lockhart	June	1925	\Am	F	2005-07-08 10:12:54.29	2005-07-08 10:58:33.488
Barbara Loden	Loden	Barbara	#	\Ct	F	2005-07-08 13:11:56.745	2005-07-08 13:23:20.92
Gina Lollobrigida	Lollobrigida	Gina	1927	\It	F	2005-07-08 05:48:17.61	2005-07-08 06:16:34.142
Herbert Lom	\BN{Kuchacevich ze Schluderpacheru	\FN{Herbert Charles Angelo	1917	\Cz	M	2005-07-07 23:50:36.079	2005-07-07 23:57:17.811
Karina Lombard	Lombard	Karina	1969	\Am	F	2005-07-08 12:48:27.37	2005-07-08 13:22:15.711
Julie London	Peck	Julie	1926	\Am	F	2005-07-07 18:03:22.681	2005-07-07 18:31:09.681
Terence Longden	Longden	Terence	1922	\Br	M	2005-07-08 11:04:24.101	2005-07-08 11:08:01.931
Richard Loo	Loo	Richard	1903	\Am(Ha-Ch)	M	2005-07-08 03:47:32.263	2005-07-08 04:15:38.868
Traci Lords	#	#	#	#	F	2005-07-07 17:10:57.254	2005-07-07 17:54:58.975
Sophia Loren	Scicoloni	Sophia	1934	\It	F	2005-07-07 18:41:50.181	2005-07-07 19:21:58.633
Tina Louise	Louise	Tina	1934	\Am	F	2005-07-07 19:00:31.558	2005-07-07 19:26:45.735
Bessie Love	Horton	Juanita	1898	\Am	F	2005-07-07 21:27:38.449	2005-07-07 22:19:08.016
Frank Lovejoy	Lovejoy	Frank	1912	\Am	M	2005-07-07 18:13:54.967	2005-07-07 19:09:13.323
Dyson Lovell	Lovell	Dyson	#	\Br	M	2005-07-07 21:04:56.346	2005-07-07 21:45:20.178
Raymond Lovell	Lovell	Raymond	1900	\Ca	M	2005-07-08 00:25:06.627	2005-07-08 00:31:52.991
Lyle Lovett	Lovett	Lyle	1958	\US	M	2005-07-07 21:31:04.671	2005-07-07 22:06:44.692
Arthur Lowe	Lowe	Arthur	1914	\Br	M	2005-07-08 02:37:27.201	2005-07-08 02:59:46.113
Edmund Lowe	Lowe	Edmund	1890	\Am	M	2005-07-08 00:20:04.284	2005-07-08 01:00:23.329
Myrna Loy	Williams	Myrna	1905	\Am	F	2005-07-08 02:48:05.79	2005-07-08 03:09:23.213
Charles Ludlam	Ludlam	Charles	#	\Ct	M	2005-07-07 23:58:35.345	2005-07-08 00:56:52.627
Paul Lukas	Lukacs	Pal	1887	\Hu	M	2005-07-08 04:35:30.543	2005-07-08 05:25:39.27
Lulu	Lawrie	Marie	1948	\Br	F	2005-07-08 02:24:22.779	2005-07-08 03:45:36.7
John Lund	Lund	John	1913	\Am	M	2005-07-08 13:46:12.931	2005-07-08 15:03:53.538
Thuy An Luu	#	#	1967	#	F	2005-07-08 03:50:39.565	2005-07-08 04:15:25.098
Diana Lynn	Loehr	Dolores	1926	\Am	F	2005-07-08 02:07:56.332	2005-07-08 03:14:06.84
Jeffrey Lynn	Lind	Ragnar	1909	\Am	M	2005-07-08 10:47:06.129	2005-07-08 11:14:28.256
Ralph Lynn	Lynn	Ralph	1882	\Br	M	2005-07-08 08:51:45.96	2005-07-08 09:55:44.334
Ben Lyon	Lyon	Ben	1901	\Am	M	2005-07-07 15:49:50.172	2005-07-07 17:03:31.32
Sue Lyon	Lyon	Sue	1946	\Am	F	2005-07-08 01:20:44.236	2005-07-08 01:53:46.849
Bert Lytell	Lytell	Bert	1888	\Am	M	2005-07-07 20:18:00.141	2005-07-07 20:51:29.173
Jeanette MacDonald	MacDonald	Jeanette	#	\Am	F	2005-07-08 04:49:00.94	2005-07-08 05:41:57.137
Douglass MacLean	MacLean	Douglass	1890	\Am	M	2005-07-07 22:06:29.73	2005-07-07 22:58:21.002
Aline MacMahon	MacMahon	Aline	1899	\Am	F	2005-07-07 20:59:46.089	2005-07-07 22:17:54.385
Patrick MacNee	MacNee	Patrick	1922	\Br	M	2005-07-07 21:08:01.91	2005-07-07 22:25:48.619
George Macready	MaCready	George	1909	\Am	M	2005-07-08 04:01:53.847	2005-07-08 05:25:03.345
Victor Maddern	Maddern	Victor	1926	\Br	M	2005-07-07 18:40:27.483	2005-07-07 19:45:49.783
Noel Madison	Moscovitch	Nathaniel	1898	\Am	M	2005-07-08 00:33:44.394	2005-07-08 01:45:51.914
Madonna	Ciccone	fn	1959	\Am	F	2005-07-07 17:02:23.248	2005-07-07 17:29:38.723
Patrick Magee	Magee	Patrick	1924	\Br	M	2005-07-08 08:13:22.621	2005-07-08 09:25:18.119
Anna Magnani	Magnani	Anna	1907	\It	F	2005-07-08 05:08:28.831	2005-07-08 06:15:17.445
Marne Maitland	Maitland	Marne	1920	\Br-In	M	2005-07-08 10:13:17.598	2005-07-08 10:18:36.502
Karl Malden	Sekulovich	Malden	1913	\Am	M	2005-07-08 00:51:05.622	2005-07-08 01:08:13.605
Dorothy Malone	Maloney	Dorothy	1925	\Am	F	2005-07-08 11:35:20.249	2005-07-08 12:42:36.593
Jean Marais	Marais-Villain	Jean	1913	\Fr	M	2005-07-08 06:23:16.383	2005-07-08 07:36:36.451
Sophie Marceau	Marceau	Sophie	1967	\Fr	F	2005-07-07 23:00:31.807	2005-07-07 23:39:08.492
Jane March	March	Jane	1973	\Br	F	2005-07-07 15:39:11.678	2005-07-07 15:51:41.897
Theodore Marcuse	Marcuse	Theodore	1920	\Am	M	2005-07-08 02:28:31.123	2005-07-08 03:35:57.534
Janie Mareze	Mar\`eze	Janie	#	\Fr	F	2005-07-08 04:51:08.583	2005-07-08 05:27:25.935
Arthur Margetson	Margetson	Arthur	1897	\Br	M	2005-07-08 10:17:47.698	2005-07-08 10:50:58.129
Janet Margolin	Margolin	Janet	1943	\Am	F	2005-07-08 07:16:41.146	2005-07-08 07:51:17.553
Jane March	bn	gn	1973	\Am	F	2005-07-08 05:58:36.348	2005-07-08 07:01:31.976
Percy Marmont	Marmont	Percy	1883	\Br	M	2005-07-08 04:59:38.908	2005-07-08 05:53:27.248
Garry Marsh	Geraghty	Leslie March	1902	\Br	M	2005-07-07 17:43:52.483	2005-07-07 18:53:06.355
Herbert Marshall	Marshall	Herbert	1890	\Br	M	2005-07-08 06:42:18.867	2005-07-08 07:28:47.466
James Marshall	Marshall	James	1967	\Am	M	2005-07-08 08:07:23.759	2005-07-08 09:36:01.3
Sarah Marshall	#	#	#	\Am	F	2005-07-07 17:15:41.501	2005-07-07 17:53:32.443
Tully Marshall	Phillips	William	1864	\Am	M	2005-07-08 06:15:11.787	2005-07-08 06:22:45.198
AnneMarie Martin	Martin	Anne-Marie	1957	\Am	F	2005-07-08 12:06:50.446	2005-07-08 13:01:51.729
ChrisPin Martin	Martin	Chris-Pin	1894	Yaqui \In	M	2005-07-07 21:13:09.744	2005-07-07 22:31:39.25
Dean Martin	Crocetti	Dino	1917	\Am	M	2005-07-07 20:49:38.276	2005-07-07 22:17:35.249
Millicent Martin	Martin	Millicent	1934	\Br	F	2005-07-08 05:23:53.227	2005-07-08 06:44:49.48
Pamela Sue Martin	Martin	Pamela	#	\Am	F	2005-07-08 05:58:57.256	2005-07-08 06:19:11.018
Chico Marx	Schoenberg	Leonard	1886	\Am	M	2005-07-08 04:08:38.35	2005-07-08 04:36:14.305
Groucho Marx	Schoenberg	Julius	1890	\Am	M	2005-07-07 17:48:50.5	2005-07-07 19:08:26.141
Gummo Marx	Schoenberg	Milton	1893	\Am	M	2005-07-08 10:34:43.44	2005-07-08 11:02:45.016
Zeppo Marx	Schoenberg	Herbert	1901	\Am	M	2005-07-07 19:15:29.115	2005-07-07 20:36:09.256
Virginia Maskell	Maskell	Virginia	1936	\Br	F	2005-07-07 20:16:45.345	2005-07-07 21:25:14.665
James Mason	Mason	James	1909	\Br	M	2005-07-07 17:10:13.674	2005-07-07 18:20:51.032
Edith Massey	Massey	Edith	#	\Ct	F	2005-07-07 21:14:17.007	2005-07-07 21:19:27.866
Raymond Massey	Massey	Raymond	1896	\Ca	M	2005-07-08 11:58:02.105	2005-07-08 12:06:22.059
Chiara Mastroianni	Mastroianni	Chiara	1972	#	F	2005-07-08 13:02:48.91	2005-07-08 13:53:19.009
Richard Masur	Masur	Richard	#	\Am	M	2005-07-08 01:13:27.741	2005-07-08 02:41:14.758
Murray Matheson	Matheson	Murray	1912	\Br	M	2005-07-08 13:45:06.951	2005-07-08 14:42:39.609
Walter Matthau	Mathasschanskayasky	Walter	1920	\Am	M	2005-07-08 01:36:33.037	2005-07-08 01:41:49.915
A.E. Matthews	Matthews	A.E.	1869	\Br	M	2005-07-08 02:50:45.056	2005-07-08 04:13:57.417
Jessie Matthews	Matthews	Jessie	1907	\Br	F	2005-07-08 08:07:33.567	2005-07-08 08:21:44.152
Robin Mattson	#	#	#	\Am	F	2005-07-08 00:36:20.58	2005-07-08 00:50:13.935
Victor Mature	Mature	Victor	1915	\Am	M	2005-07-07 15:59:50.815	2005-07-07 16:57:04.208
Billy Mauch	Mauch	William	1925	\Ct	M	2005-07-08 07:30:24.814	2005-07-08 08:59:23.311
Bobby Mauch	Mauch	Robert	1925	\Ct	M	2005-07-08 01:41:11.883	2005-07-08 02:06:55.018
Carmen Maura	#	#	#	\Sp	F	2005-07-08 10:51:34.039	2005-07-08 11:10:21.565
Edwin Maxwell	Maxwell	Edwin	1886	\Am	M	2005-07-07 21:30:42.99	2005-07-07 22:23:55.979
Lois Maxwell	Hooker	Lois	1927	\Ca	F	2005-07-07 22:46:42.522	2005-07-07 23:57:37.452
Peter Mayhew	#	#	#	\Am	M	2005-07-08 06:36:07.063	2005-07-08 06:53:53.093
Ferdy Mayne	Mayer-Boerckel	Ferdinand	1916	\Ge	M	2005-07-08 03:24:35.617	2005-07-08 04:18:05.589
Virginia Mayo	Jones	Virginia	1920	\Am	F	2005-07-08 05:07:18.773	2005-07-08 06:12:03.836
Melanie Mayron	#	#	#	\Am	F	2005-07-07 22:43:32.302	2005-07-07 23:05:17.159
Ray McAnnely	McAnnely	Ray	#	\Ct	M	2005-07-08 07:20:49.713	2005-07-08 08:00:31.068
David McCallum	McCallum	David	1933	\Br; Scots	M	2005-07-08 11:02:15.527	2005-07-08 11:51:14.416
Myron McCormick	McCormick	Myron	1908	\Am	M	2005-07-08 11:09:21.832	2005-07-08 11:25:58.396
Alec McCowen	McCowen	Alec	1925	\Br	M	2005-07-07 23:29:12.35	2005-07-07 23:49:26.574
Betty McDowall	McDowall	Betty	#	\Au	F	2005-07-08 11:32:01.732	2005-07-08 12:13:14.257
Spanky McFarland	differentname	gn	#	\Am	M	2005-07-08 00:38:26.94	2005-07-08 01:54:03.478
John McGiver	McGiver	John	1913	\Am	M	2005-07-07 21:02:15.173	2005-07-07 21:39:41.511
Frank McGlynn	McGlynn	Frank~sr	1867	\Am	M	2005-07-08 02:38:16.224	2005-07-08 03:44:37.066
Alec McGowan	#	#	#	\Br	M	2005-07-07 18:55:24.997	2005-07-07 19:34:09.977
Charles McGraw	McGraw	Charles	1914	\Am	M	2005-07-08 07:28:14.695	2005-07-08 08:01:08.165
Frank McHugh	McHugh	Frank	1899	\Am	M	2005-07-07 16:52:57.178	2005-07-07 17:35:39.561
John McIntire	McIntire	John	1907	\Am	M	2005-07-08 15:12:25.464	2005-07-08 16:01:57.231
Patrick McNee	McNee	Patrick	1922	\Br	M	2005-07-08 11:01:37.964	2005-07-08 11:11:08.317
Steve McQueen	McQueen	Steve	1930	\Am	M	2005-07-08 08:44:17.98	2005-07-08 09:53:17.238
Michael McShane	McShane	Michael	1955	\Am	M	2005-07-08 04:22:10.658	2005-07-08 04:40:29.308
Jayne Meadows	Meadows	Jayne	1920	\Am	F	2005-07-08 12:35:12.303	2005-07-08 12:53:29.206
Ralph Meeker	Rathgeber	Ralph	1920	\Am	M	2005-07-08 13:18:58.685	2005-07-08 13:51:34.345
Thomas Meighan	Meighan	Thomas	1879	\Am	M	2005-07-07 20:53:33.426	2005-07-07 21:04:03.82
Doro Merande	Merande	Doro	1898	\Am	F	2005-07-08 12:49:12.19	2005-07-08 14:07:59.258
Melina Mercouri	Mercouri	Melina	1923	\Gr	F	2005-07-08 05:54:37.318	2005-07-08 06:29:27.827
Burgess Meredith	Burgess	George	1908	\Am	M	2005-07-08 09:10:13.512	2005-07-08 10:35:03.83
Lee Meriwether	Meriwether	Lee	1935	\Am	F	2005-07-08 08:36:44.673	2005-07-08 09:16:22.922
George Merritt	Merritt	George	1890	\Br	M	2005-07-08 15:02:20.596	2005-07-08 15:28:22.928
William Mervyn	Pickwood	William	1912	\Br	M	2005-07-08 07:15:04.299	2005-07-08 08:33:05.988
Ralph Michael	Shotter	Ralph Champion	1907	\Br	M	2005-07-08 12:29:38.93	2005-07-08 13:34:21.256
Charles Middleton	Middleton	Charles	1874	\Am	M	2005-07-08 01:59:13.976	2005-07-08 02:31:09.489
Robert Middleton	Middleton	Robert	1911	\Am	M	2005-07-07 15:46:50.39	2005-07-07 15:54:19.513
Toshiro Mifune	Mifune	Toshiro	1920	\Ja	M	2005-07-08 05:23:01.217	2005-07-08 05:24:20.719
Bernard Miles	Miles	Sir Bernard	1907	\Br	M	2005-07-08 03:04:33.542	2005-07-08 03:53:38.411
Sarah Miles	Miles	Sarah	1941	\Br	F	2005-07-08 12:11:20.353	2005-07-08 13:23:19.985
John Miljan	Miljan	John	1893	\Am	M	2005-07-08 14:36:40.191	2005-07-08 14:55:33.306
Dick Miller	Miller	Dick	1928	\Am	M	2005-07-08 06:06:53.513	2005-07-08 06:16:36.715
Marvin Miller	Mueller	M.	1913	\Am	M	2005-07-07 19:37:06.303	2005-07-07 20:35:10.367
Max Miller	Sargent	Harold	1895	\Br	M	2005-07-08 04:34:52.992	2005-07-08 05:57:06.627
Seton I. Miller	Miller	Seton I.	1902	\Am	M	2005-07-08 03:21:51.827	2005-07-08 04:23:27.107
Hayley Mills	Mills	Hayley	1946	\Br	F	2005-07-08 06:53:23.739	2005-07-08 08:10:10.487
John Mills	Mills	Sir John	1908	\Br	M	2005-07-08 06:58:13.565	2005-07-08 07:11:44.072
Mary Miles Minter	Reilly	Juliet	1902	\Am	F	2005-07-08 14:04:12.245	2005-07-08 15:07:12.846
MiouMiou	#	#	1950	\Fr	F	2005-07-08 10:41:01.377	2005-07-08 11:30:16.147
Cameron Mitchell	Mizell	Cameron	1918	\Am	M	2005-07-07 21:13:02.763	2005-07-07 22:42:21.632
Grant Mitchell	Mitchell	Grant	1874	\Am	M	2005-07-08 05:58:35.404	2005-07-08 06:44:00.731
Mary Mitchell	#	#	#	\Un	F	2005-07-07 20:05:35.255	2005-07-07 21:20:26.916
Millard Mitchell	Mitchell	Millard	1900	\Am	M	2005-07-08 01:04:58.242	2005-07-08 02:01:34.899
Yvonne Mitchell	Joseph	Yvonne	1925	\Br	F	2005-07-07 21:09:15.935	2005-07-07 22:32:45.21
James Mitchum	Mitchum	James	1938	\Am	M	2005-07-07 15:47:50.684	2005-07-07 17:14:32.044
John Mitchum	#	#	#	\Un	M	2005-07-08 09:31:30.612	2005-07-08 09:53:40.837
Robert Mitchum	Mitchum	Robert	1917	\Am	M	2005-07-07 19:17:41.959	2005-07-07 19:59:20.499
Nobuko Miyamoto	#	#	#	\Un	M	2005-07-08 08:57:16.648	2005-07-08 09:11:24.384
Jayne Modean	#	#	#	\Un	F	2005-07-08 13:37:02.671	2005-07-08 14:30:31.5
Matthew Modine	#	#	#	\Un	M	2005-07-07 20:04:40.795	2005-07-07 21:03:23.141
Grace `Bambi' Moehrle	Moehrle	Grace	1960	\Ct	F	2005-07-08 04:56:35.801	2005-07-08 05:07:03.814
Donald Moffat	#	#	#	\Un	M	2005-07-08 13:04:53.095	2005-07-08 13:17:40.941
Gerald Mohr	Mohr	Gerald	1914	\Am	M	2005-07-08 00:45:42.365	2005-07-08 01:02:46.33
Angela Molina	#	#	#	\Un	F	2005-07-08 03:53:54.649	2005-07-08 04:01:46.741
Georgia Moll	#	#	#	\Un	F	2005-07-08 07:17:29.382	2005-07-08 08:02:42.66
Henry Mollison	Mollison	Henry	#	\Br	M	2005-07-07 20:18:39.293	2005-07-07 21:41:10.581
Pierre Mondy	Cuq	Pierre	1925	\Fr	M	2005-07-08 05:41:28.949	2005-07-08 05:54:05.7
Yves Montand	Levi	Ivo	1921	\Fr	M	2005-07-07 16:26:17.427	2005-07-07 16:28:29.884
Tony Monsanto	#	#	#	\Un	M	2005-07-07 19:34:55.686	2005-07-07 20:40:24.377
Lee Montague	Montague	Lee	1927	\Br	M	2005-07-08 00:08:01.054	2005-07-08 01:14:26.475
Carlos Montalban	#	#	#	\Un	M	2005-07-08 06:45:12.362	2005-07-08 07:47:30.392
Bull Montana	Montagna	Luigi	1887	\It-\Am	M	2005-07-08 04:45:51.514	2005-07-08 05:16:06.229
Yves Montand	Levi	Ivo	1921	\Fr	M	2005-07-07 22:16:06.739	2005-07-07 23:42:41.743
Lenny Montano	#	#	#	\Un	M	2005-07-07 21:41:06.061	2005-07-07 21:54:13.305
Joe Montegna	#	#	#	\Un	M	2005-07-07 19:22:22.638	2005-07-07 19:48:10.364
M.J. Montfajon	#	#	#	\Un	M	2005-07-07 19:17:11.926	2005-07-07 19:41:31.964
Julie Montgomery	#	#	#	\Un	F	2005-07-08 00:21:36.683	2005-07-08 01:38:07.117
Robert Montgomery	Montgomery	Henry	1904	\Br	M	2005-07-08 13:01:41.41	2005-07-08 13:29:54.409
Jim Moody	#	#	#	\Un	M	2005-07-08 01:24:16.536	2005-07-08 01:38:54.293
Keith Moon	#	#	#	\Un	M	2005-07-08 13:21:20.939	2005-07-08 13:56:47.987
Alvy Moore	#	#	#	\Un	M	2005-07-08 01:59:13.991	2005-07-08 02:43:51.488
Barry Moore	#	#	#	\Un	M	2005-07-08 00:59:30.718	2005-07-08 02:00:01.123
Candy Moore	#	#	#	\Un	F	2005-07-07 18:59:12.573	2005-07-07 19:05:37.933
Demi Moore	Moore	gn	#	\Am	F	2005-07-07 15:38:44.213	2005-07-07 17:02:55.073
Dennis Moore	#	#	#	\Un	M	2005-07-08 00:25:11.794	2005-07-08 01:51:17.989
Dudley Moore	Moore	Dudley	1935	\Am	M	2005-07-07 18:17:12.27	2005-07-07 19:14:42.261
Eileen Moore	#	#	#	\Un	F	2005-07-07 19:34:54.482	2005-07-07 19:39:35.124
Eva Moore	Moore	Eva	1870	\Br	F	2005-07-07 20:29:27.949	2005-07-07 21:55:55.169
Grace Moore	Moore	Grace	1901	\Am	F	2005-07-08 05:28:29.711	2005-07-08 06:28:38.385
