FILMID	TITLE	YEAR	DIRECTOR	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
TYg8	T:Safari	1956	D:T.Young	2005-07-07 16:36:54.82	2005-07-07 17:54:27.978
TYg17	T:Dr.~No	1962	D:T.Young	2005-07-07 17:27:00.115	2005-07-07 18:25:39.834
TYg18	T:From Russia With Love	1963	D:T.Young	2005-07-08 02:45:39.728	2005-07-08 03:17:10.774
TYg20	T:Thunderball	1965	D:T.Young	2005-07-07 23:48:34.955	2005-07-08 00:30:33.182
TYg21	T:The Amorous Adventures of Moll Flanders	1965	D:T.Young	2005-07-07 23:08:24.58	2005-07-07 23:21:25.43
TYg25	T:Wait Until Dark	1967	D:T.Young	2005-07-07 23:25:49.711	2005-07-08 00:12:04.935
TYg40	T:Bloodline	1967	D:T.Young	2005-07-07 23:43:04.178	2005-07-08 00:29:25.03
xAb1	T:Docks of New Orleans	1948	D:Abrahams	2005-07-08 00:27:13.861	2005-07-08 00:54:51.913
ACy20	Tm:Eye for an Eye	1956	D:Cayatte	2005-07-08 15:07:48.215	2005-07-08 15:26:44.603
ACy38	T:Verdict	1974	D:Cayatte	2005-07-07 21:31:54.585	2005-07-07 21:50:42.626
GFr35	T:Les Yeux sans Visage	1959	D:Franju	2005-07-08 00:19:21.948	2005-07-08 00:28:52.447
GKe1	T:On the Town	1949	D:Gene~Kelly	2005-07-07 17:11:55.346	2005-07-07 17:16:39.009
GKe2	T:Singin' in the Rain	1952	D:Gene~Kelly	2005-07-08 05:10:57.335	2005-07-08 05:42:43.215
GKe3	T:Invitation to the Dance	1956	D:Gene~Kelly	2005-07-08 03:26:58.688	2005-07-08 04:39:15.864
GKe5	T:The Tunnel of Love	1958	D:Gene~Kelly	2005-07-08 02:03:11.41	2005-07-08 02:05:31.639
GKe6	T:Gigot	1968	D:Gene~Kelly	2005-07-07 22:44:36.754	2005-07-07 23:54:03.551
GKe8	T:Hello Dolly	1969	D:Gene~Kelly	2005-07-07 18:01:23.299	2005-07-07 18:25:26.664
GKe9	T:The Cheyenne Social Club	1970	D:Gene~Kelly	2005-07-08 02:56:21.188	2005-07-08 04:19:12.878
HKl17	T:The Unguarded Moment	1956	D:Keller	2005-07-08 11:14:06.043	2005-07-08 11:24:25.503
HKl30	T:Tammy tell me True	1961	D:Keller	2005-07-07 19:20:21.557	2005-07-07 20:00:38.903
HKl40	T:Tammy and the Doctor	1963	D:Keller	2005-07-07 17:18:40.059	2005-07-07 18:18:11.414
IGu18	T:Tarzan Goes to India	1962	D:Guillermin	2005-07-08 05:41:29.302	2005-07-08 05:53:20.486
IGu21	T:The Blue Max	1966	D:Guillermin	2005-07-08 05:02:57.279	2005-07-08 06:04:54.565
IGu26	T:Shaft in Africa	1973	D:Guillermin	2005-07-08 11:39:22.11	2005-07-08 13:04:23.45
IGu28	T:The Towering Inferno	1974	D:Guillermin	2005-07-08 10:03:52.542	2005-07-08 11:16:27.266
IGu29	T:King Kong	1976	D:Guillermin	2005-07-08 00:56:00.155	2005-07-08 01:52:30.37
IGu31	T:Death on the Nile	1978	D:Guillermin	2005-07-08 11:48:56.01	2005-07-08 12:37:27.988
JT3	T:Mon Oncle	1958	D:Tati	2005-07-08 11:17:05.54	2005-07-08 11:53:58.007
JT4	T:Playtime	1968	D:Tati	2005-07-07 20:06:28.882	2005-07-07 21:27:18.839
JT5	T:Traffic	1971	D:Tati	2005-07-08 11:15:55.37	2005-07-08 12:16:01.467
LLa20	T:Man in The Dark	1953	D:Landers	2005-07-08 02:08:42.151	2005-07-08 02:33:05.169
SaF19	T:Dead Pigeon on Beethoven Street	1972	D:Fuller	2005-07-07 18:28:36.076	2005-07-07 19:54:04.212
SM6	T:The Ladykillers	1955	D:Mackendrick	2005-07-07 17:04:58.236	2005-07-07 17:59:48.151
SM8	T:Sammy Going South	1962	D:Mackendrick	2005-07-07 22:34:17.289	2005-07-07 22:47:59.304
StD4	T:Royal Wedding	1951	D:Donen	2005-07-07 19:10:55.366	2005-07-07 19:22:45.215
StD7	T:Seven Brides for Seven Brothers	1954	D:Donen	2005-07-08 01:47:21.775	2005-07-08 03:04:34.934
StD24	T:Deep in My Heart	1954	D:Donen	2005-07-08 01:51:38.083	2005-07-08 02:48:05.284
StD33	T:Funny Face	1957	D:Donen	2005-07-08 09:59:43.795	2005-07-08 10:08:23.451
StD35	T:The Pajama Game	1957	D:Donen	2005-07-07 18:09:19.767	2005-07-07 19:07:00.635
StD41	T:Indiscreet	1958	D:Donen	2005-07-07 16:49:04.474	2005-07-07 17:24:00.481
StD42	T:Damn Yankees	1958	D:Donen	2005-07-07 20:35:10.705	2005-07-07 21:32:44.599
StD45	T:The Grass is Greener	1960	D:Donen	2005-07-08 05:00:50.644	2005-07-08 05:53:45.924
StD51	T:Charade	1963	D:Donen	2005-07-08 13:02:20.94	2005-07-08 14:04:43.167
StD58	T:Arabesque	1966	D:Donen	2005-07-07 20:11:06.312	2005-07-07 21:10:01.87
StD61	T:Bedazzled	1967	D:Donen	2005-07-07 21:14:21.041	2005-07-07 21:42:25.802
StD62	T:Two for the Road	1967	D:Donen	2005-07-08 10:01:05.354	2005-07-08 10:15:07.214
WlJ12	T:Cinderella	1949	D:W.Jackson	2005-07-08 00:32:57.818	2005-07-08 01:41:52.608
WlJ14	T:Alice In Wonderland	1951	D:W.Jackson	2005-07-08 01:37:12.938	2005-07-08 02:34:52.889
FF2	T:The White Sheik	1951	D:Fellini	2005-07-07 17:02:23.762	2005-07-07 17:16:56.337
FF12	T:Satyricon	1969	D:Fellini	2005-07-07 23:00:27.878	2005-07-07 23:49:10.784
FF15	T:Amacord	1974	D:Fellini	2005-07-08 09:51:17.496	2005-07-08 10:39:19.793
FF18	T:Casanova	1974	D:Fellini	2005-07-07 22:16:52.991	2005-07-07 22:52:53.78
GoG10	T:Room to Let	1950	D:Grayson	2005-07-08 08:26:55.393	2005-07-08 09:48:54.169
HFr30	T:Man in the Attic	1954	D:Fregonese	2005-07-07 20:39:22.729	2005-07-07 21:25:29.308
HFr50	T:Appaches Last Battle	1964	D:Fregonese	2005-07-08 14:07:31.741	2005-07-08 15:00:16.447
IdL4	T:The Hitch Hiker	1953	D:Lupino	2005-07-07 19:02:19.611	2005-07-07 20:07:42.866
IdL5	T:The Bigamist	1953	D:Lupino	2005-07-07 20:39:28.338	2005-07-07 21:43:24.497
IdL20	T:The Trouble With Angels	1966	D:Lupino	2005-07-08 01:48:50.631	2005-07-08 02:45:34.37
JDh5	Tm:Babes in Toyland	1961	D:Donohue	2005-07-08 12:01:02.853	2005-07-08 13:08:44.309
JLT12	T:Flame over India	1959	D:LeeThompson	2005-07-07 21:47:33.668	2005-07-07 22:22:40.736
JLT15	T:The Guns of Navarone	1961	D:LeeThompson	2005-07-08 02:30:01.848	2005-07-08 02:33:54.752
JLT24	T:Before Winter Comes	1968	D:LeeThompson	2005-07-08 01:50:16.678	2005-07-08 01:58:32.907
JLT27	T:Conquest of the Planet of the Apes	1972	D:LeeThompson	2005-07-07 22:09:02.253	2005-07-07 22:58:07.576
JLT29	T:Huckleberry Finn	1974	D:LeeThompson	2005-07-08 13:25:44.591	2005-07-08 14:45:36.389
JLT32	T:St. Ives	1976	D:LeeThompson	2005-07-07 17:55:29.224	2005-07-07 18:12:58.378
JLT34	T:The Greek Tycoon	1978	D:LeeThompson	2005-07-08 14:53:38.655	2005-07-08 15:53:05.743
JLT39	Tm:Ten to Midnight	1983	D:LeeThompson	2005-07-08 04:55:40.562	2005-07-08 05:26:58.186
JLT50	T:King Solomon's Mines	1985	D:LeeThompson	2005-07-08 10:30:11.111	2005-07-08 11:18:44.807
JoP20	T:Foxfire	1955	D:Pevney	2005-07-07 17:15:18.554	2005-07-07 17:44:46.319
JoP28	T:Tammy and the Bachelor	1957	D:Pevney	2005-07-07 18:27:22.172	2005-07-07 19:11:08.834
MA6	T:The Passenger	1963	D:Antonioni	2005-07-08 05:08:34.678	2005-07-08 06:11:44.202
MFr29	T:A Touch of Class	1972	D:Frank	2005-07-07 17:32:34.694	2005-07-07 17:50:54.376
MFr33	Tm:Prisoner of 2nd Avenue	1975	D:Frank	2005-07-08 12:21:09.415	2005-07-08 13:23:33.641
MiA8	T:Around the World in 80 Days	1956	D:M.Anderson	2005-07-07 19:07:31.768	2005-07-07 20:19:59.986
MiA11	T:The Wreck of the Mary Deare	1959	D:M.Anderson	2005-07-08 02:01:13.498	2005-07-08 02:30:33.36
MiA18	T:The Shoes of the Fisherman	1968	D:M.Anderson	2005-07-08 01:02:31.194	2005-07-08 01:59:24.707
MiA21	T:Conduct Unbecoming	1975	D:M.Anderson	2005-07-08 11:57:33.131	2005-07-08 13:08:19.859
MiA25	Tm:Orca the Killer Whale	1979	D:M.Anderson	2005-07-08 10:29:24.353	2005-07-08 11:37:50.568
RcB13	T:Cat on a Hot Tin Roof	1958	D:R.Brooks	2005-07-08 08:43:07.013	2005-07-08 09:06:55.348
RcB14	T:Elmer Gantry	1960	D:R.Brooks	2005-07-08 06:44:44.001	2005-07-08 07:39:12.946
RcB16	T:Lord Jim	1965	D:R.Brooks	2005-07-08 13:05:10.724	2005-07-08 13:08:20.574
RcB17	T:The Professionals	1966	D:R.Brooks	2005-07-08 07:12:58.745	2005-07-08 08:35:19.726
AR4	T:Hiroshima Mon Amour	1959	D:Resnais	2005-07-07 22:50:02.683	2005-07-07 23:15:23.109
CyE8	T:Try and Get Me	1951	D:Endfield	2005-07-08 15:29:45.004	2005-07-08 15:41:35.177
CyE10	T:Tarzan's Savage Fury	1952	D:Endfield	2005-07-07 19:16:50.672	2005-07-07 20:45:46.651
CyE30	Tm:Mysterious Island	1961	D:Endfield	2005-07-08 02:52:19.056	2005-07-08 03:59:29.637
LBu1	T:Alice In Wonderland	1951	D:Bunin	2005-07-07 18:37:15.525	2005-07-07 18:50:22.515
MZa23	Tm:Now and Forever	1955	D:Zampi	2005-07-07 22:29:08.703	2005-07-07 23:48:42.201
RiQ23	T:Paris When it Sizzles	1964	D:Quine	2005-07-07 16:39:00.627	2005-07-07 17:40:43.927
RiQ30	T:How to Murder Your Wife	1965	D:Quine	2005-07-07 22:37:56.843	2005-07-07 23:38:24.813
RiQ35	T:The Prisoner of Zenda	1979	D:Quine	2005-07-08 11:15:04.623	2005-07-08 12:29:30.184
RrS5	T:Meet Me After the Show	1951	D:Sale	2005-07-07 21:02:16.623	2005-07-07 21:29:06.065
RrS10	T:Gentlemen Prefer Brunettes	1955	D:Sale	2005-07-07 22:12:43.406	2005-07-07 22:14:31.352
RSn10	T:The Titan: Story of Michelangelo	1951	D:Snyder	2005-07-07 19:17:07.552	2005-07-07 20:22:51.423
RSn100	T:Michelangelo	1989	D:Snyder	2005-07-08 07:56:17.733	2005-07-08 08:27:41.481
BF5	T:Sweet Charity	1968	D:Fosse	2005-07-07 22:42:36.77	2005-07-07 23:15:37.814
BF6	T:Cabaret	1972	D:Fosse	2005-07-07 21:00:02.984	2005-07-07 21:17:40.099
BF8	T:All That Jazz	1979	D:Fosse	2005-07-08 13:21:38.039	2005-07-08 13:25:54.068
BF9	T:Star 80	1983	D:Fosse	2005-07-08 03:13:42.612	2005-07-08 03:14:57.079
CNy15	T:First to Fight	1967	D:Nyby	2005-07-08 10:12:54.29	2005-07-08 10:58:33.488
DaM6	T:Butterfield Eight	1960	D:Dan.Mann	2005-07-08 13:11:56.745	2005-07-08 13:23:20.92
DaM7	T:The Last Angry Man	1959	D:Dan.Mann	2005-07-08 05:48:17.61	2005-07-08 06:16:34.142
DaM10	T:Ada	1961	D:Dan.Mann	2005-07-07 23:50:36.079	2005-07-07 23:57:17.811
DaM30	T:Journey into Fear	1976	D:Dan.Mann	2005-07-08 12:48:27.37	2005-07-08 13:22:15.711
DaM35	Tm:Matilda	1978	D:Dan.Mann	2005-07-07 18:03:22.681	2005-07-07 18:31:09.681
FrQ10	T:Johann Mouse	1952	D:Quimby	2005-07-08 11:04:24.101	2005-07-08 11:08:01.931
FrT5	T:Son of Paleface	1958	D:Tashlin	2005-07-08 03:47:32.263	2005-07-08 04:15:38.868
FrT7	T:Susan Slept Here	1954	D:Tashlin	2005-07-07 17:10:57.254	2005-07-07 17:54:58.975
FrT10	T:Artists and Models	1955	D:Tashlin	2005-07-07 18:41:50.181	2005-07-07 19:21:58.633
FrT13	T:The Girl Can't Help It	1957	D:Tashlin	2005-07-07 19:00:31.558	2005-07-07 19:26:45.735
FrT16	T:Will Success Spoil Rock Hunter?	1957	D:Tashlin	2005-07-07 21:27:38.449	2005-07-07 22:19:08.016
FrT20	T:Rock a Bye Baby	1958	D:Tashlin	2005-07-07 18:13:54.967	2005-07-07 19:09:13.323
FrT22	T:Say One For Me	1959	D:Tashlin	2005-07-07 21:04:56.346	2005-07-07 21:45:20.178
FrT23	T:Cinderfella	1960	D:Tashlin	2005-07-08 00:25:06.627	2005-07-08 00:31:52.991
FrT25	T:The Disorderly Orderly	1960	D:Tashlin	2005-07-07 21:31:04.671	2005-07-07 22:06:44.692
FrT30	T:The Alphabet Murders	1965	D:Tashlin	2005-07-08 02:37:27.201	2005-07-08 02:59:46.113
FrT32	T:The Glass Bottom Boat	1966	D:Tashlin	2005-07-08 00:20:04.284	2005-07-08 01:00:23.329
GH12	T:Goldfinger	1964	D:G.Hamilton	2005-07-08 02:48:05.79	2005-07-08 03:09:23.213
GH15	T:Diamonds are Forever	1971	D:G.Hamilton	2005-07-07 23:58:35.345	2005-07-08 00:56:52.627
GH16	T:Live and Let Die	1972	D:G.Hamilton	2005-07-08 04:35:30.543	2005-07-08 05:25:39.27
GH17	T:The Man with the Golden Gun	1974	D:G.Hamilton	2005-07-08 02:24:22.779	2005-07-08 03:45:36.7
GH25	Tm:Force 10 From Navarone	1978	D:G.Hamilton	2005-07-08 13:46:12.931	2005-07-08 15:03:53.538
GH30	T:The Mirror Cracked	1980	D:G.Hamilton	2005-07-08 03:50:39.565	2005-07-08 04:15:25.098
JHo20	T:One Desire	1953	D:J.Hopper	2005-07-08 02:07:56.332	2005-07-08 03:14:06.84
JHo24	T:Toy Tiger	1956	D:J.Hopper	2005-07-08 10:47:06.129	2005-07-08 11:14:28.256
KHu18	T:Chitty Chitty Bang Bang	1969	D:K.Hughes	2005-07-08 08:51:45.96	2005-07-08 09:55:44.334
KHu19	T:Cromwell	1970	D:K.Hughes	2005-07-07 15:49:50.172	2005-07-07 17:03:31.32
KHu21	Tm:Oh Alfie	1975	D:K.Hughes	2005-07-08 01:20:44.236	2005-07-08 01:53:46.849
KHu22	Tm:Sextette	1978	D:K.Hughes	2005-07-07 20:18:00.141	2005-07-07 20:51:29.173
MuB5	T:The Beachcomber	1954	D:Box	2005-07-08 04:49:00.94	2005-07-08 05:41:57.137
NJu3	T:Law and Order	1953	D:Juran	2005-07-07 22:06:29.73	2005-07-07 22:58:21.002
NJu12	T:The Seventh Voyage of Sinbad	1958	D:Juran	2005-07-07 20:59:46.089	2005-07-07 22:17:54.385
PeB10	T:The Mahabharata	1989	D:Brook	2005-07-07 21:08:01.91	2005-07-07 22:25:48.619
DkP3	T:You Can't Run Away From It	1956	D:D.Powell	2005-07-08 04:01:53.847	2005-07-08 05:25:03.345
DkP4	T:The Enemy Below	1957	D:D.Powell	2005-07-07 18:40:27.483	2005-07-07 19:45:49.783
DkP5	T:The Hunters	1958	D:D.Powell	2005-07-08 00:33:44.394	2005-07-08 01:45:51.914
HoC10	Tm:Captain Scarlett	1953	D:Carr	2005-07-07 17:02:23.248	2005-07-07 17:29:38.723
JHi7	T:The Spoilers	1955	D:Hibbs	2005-07-08 08:13:22.621	2005-07-08 09:25:18.119
JIv6	T:Shakespeare Wallah	1965	D:Ivory	2005-07-08 05:08:28.831	2005-07-08 06:15:17.445
JIv8	T:Bombay Talkie	1970	D:Ivory	2005-07-08 10:13:17.598	2005-07-08 10:18:36.502
JIv10	T:Helen --- Queen of the Nautch Girls	1972	D:Ivory	2005-07-08 00:51:05.622	2005-07-08 01:08:13.605
JIv15	T:The Wild Party	1974	D:Ivory	2005-07-08 11:35:20.249	2005-07-08 12:42:36.593
JIv20	T:Maurice	1975	D:Ivory	2005-07-08 06:23:16.383	2005-07-08 07:36:36.451
JIv21	T:The Slaves of New York	1975	D:Ivory	2005-07-07 23:00:31.807	2005-07-07 23:39:08.492
LiA20	T:If ...	1968	D:L.Anderson	2005-07-07 15:39:11.678	2005-07-07 15:51:41.897
LiA30	T:O Lucky Man	1972	D:L.Anderson	2005-07-08 02:28:31.123	2005-07-08 03:35:57.534
MCy3	T:The Girl in Black	1955	D:Cacoyannis	2005-07-08 04:51:08.583	2005-07-08 05:27:25.935
MCy8	T:Zorba the Greek	1965	D:Cacoyannis	2005-07-08 10:17:47.698	2005-07-08 10:50:58.129
MCy11	T:Iphigenia	1976	D:Cacoyannis	2005-07-08 07:16:41.146	2005-07-08 07:51:17.553
NuJ1	T:Night People	1954	D:Nunally~J.	2005-07-08 05:58:36.348	2005-07-08 07:01:31.976
NuJ2	T:Black Widow	1954	D:Nunally~J.	2005-07-08 04:59:38.908	2005-07-08 05:53:27.248
NuJ3	T:How to Be Very Very Popular	1955	D:Nunally~J.	2005-07-07 17:43:52.483	2005-07-07 18:53:06.355
NuJ4	T:The Man in The Gray Flannel Suit	1956	D:Nunally~J.	2005-07-08 06:42:18.867	2005-07-08 07:28:47.466
NuJ7	T:The Man Who Understood Women	1957	D:Nunally~J.	2005-07-08 08:07:23.759	2005-07-08 09:36:01.3
RDW2	Tm:Beneath the 12-Mile Reef	1953	D:R.D.Webb	2005-07-07 17:15:41.501	2005-07-07 17:53:32.443
RDW7	T:Caribbean Mystery	1954	D:R.D.Webb	2005-07-08 06:15:11.787	2005-07-08 06:22:45.198
RoA4	T:Vera Cruz	1953	D:Aldrich	2005-07-08 12:06:50.446	2005-07-08 13:01:51.729
RoA26	T:The Flight of the Phoenix	1965	D:Aldrich	2005-07-07 21:13:09.744	2005-07-07 22:31:39.25
RoA28	T:Dirty Dozen	1966	D:Aldrich	2005-07-07 20:49:38.276	2005-07-07 22:17:35.249
RoA32	T:The Legend of Lylah Clare	1968	D:Aldrich	2005-07-08 05:23:53.227	2005-07-08 06:44:49.48
RoA41	T:Grissom Gang	1971	D:Aldrich	2005-07-08 05:58:57.256	2005-07-08 06:19:11.018
RoA57	Tm:Hustle	1975	D:Aldrich	2005-07-08 04:08:38.35	2005-07-08 04:36:14.305
RoA68	T:The Frisco Kid	1979	D:Aldrich	2005-07-07 17:48:50.5	2005-07-07 19:08:26.141
RoA70	T:All the Marbles	1981	D:Aldrich	2005-07-08 10:34:43.44	2005-07-08 11:02:45.016
StK5	T:Spartacus	1960	D:Kubrick	2005-07-07 19:15:29.115	2005-07-07 20:36:09.256
StK10	T:Barry Lyndon	1975	D:Kubrick	2005-07-07 20:16:45.345	2005-07-07 21:25:14.665
AMa61	T:Around the World Under the Sea	1966	D:Marton	2005-07-07 17:10:13.674	2005-07-07 18:20:51.032
GGr8	T:SOS Pacific	1959	D:Guy~Green	2005-07-07 21:14:17.007	2005-07-07 21:19:27.866
HLS10	T:Gog	1954	D:Strock	2005-07-08 11:58:02.105	2005-07-08 12:06:22.059
JWe3	T:Pete Kelly's Blues	1955	D:J.Webb	2005-07-08 13:02:48.91	2005-07-08 13:53:19.009
KoI5	T:The Heart	1954	D:Ichikawa	2005-07-08 01:13:27.741	2005-07-08 02:41:14.758
KoI8	T:The Punishment Room	1955	D:Ichikawa	2005-07-08 13:45:06.951	2005-07-08 14:42:39.609
KoI15	T:Odd Obsessions	1958	D:Ichikawa	2005-07-08 01:36:33.037	2005-07-08 01:41:49.915
KoI20	T:Fires on the Plain	1959	D:Ichikawa	2005-07-08 02:50:45.056	2005-07-08 04:13:57.417
KoI25	T:The Sin	1961	D:Ichikawa	2005-07-08 08:07:33.567	2005-07-08 08:21:44.152
KoI30	T:An Actor's Revenge	1963	D:Ichikawa	2005-07-08 00:36:20.58	2005-07-08 00:50:13.935
KoI35	T:Alone in the Pacific	1966	D:Ichikawa	2005-07-07 15:59:50.815	2005-07-07 16:57:04.208
KoI40	T:To Love Again	1971	D:Ichikawa	2005-07-08 07:30:24.814	2005-07-08 08:59:23.311
KoI45	T:The Wanderers	1973	D:Ichikawa	2005-07-08 01:41:11.883	2005-07-08 02:06:55.018
KoI50	T:I am a Cat	1975	D:Ichikawa	2005-07-08 10:51:34.039	2005-07-08 11:10:21.565
KoI55	T:The Inugami Family	1976	D:Ichikawa	2005-07-07 21:30:42.99	2005-07-07 22:23:55.979
KoI60	T:Matababi	1977	D:Ichikawa	2005-07-07 22:46:42.522	2005-07-07 23:57:37.452
KoI65	T:Queen Bee	1978	D:Ichikawa	2005-07-08 06:36:07.063	2005-07-08 06:53:53.093
KoI67	T:Devil's Island	1978	D:Ichikawa	2005-07-08 03:24:35.617	2005-07-08 04:18:05.589
KoI70	T:The Phoenix	1977	D:Ichikawa	2005-07-08 05:07:18.773	2005-07-08 06:12:03.836
PeG3	T:Summer and Smoke	1960	D:Glenville	2005-07-07 22:43:32.302	2005-07-07 23:05:17.159
PeG4	T:Becket	1964	D:Glenville	2005-07-08 07:20:49.713	2005-07-08 08:00:31.068
PtF5	T:Attilo Flagello di Dio	1954	D:Francisci	2005-07-08 11:02:15.527	2005-07-08 11:51:14.416
PtF10	T:Le Fatiche di Ercole	1957	D:Francisci	2005-07-08 11:09:21.832	2005-07-08 11:25:58.396
YvR3	T:Men Only Think of That	1954	D:Y.Robert	2005-07-07 23:29:12.35	2005-07-07 23:49:26.574
YvR10	T:Courage Fuyons	1979	D:Y.Robert	2005-07-08 11:32:01.732	2005-07-08 12:13:14.257
BE7	T:Breakfast at Tiffany's	1961	D:B.Edwards	2005-07-08 00:38:26.94	2005-07-08 01:54:03.478
BE10	T:The Pink Panther	1963	D:B.Edwards	2005-07-07 21:02:15.173	2005-07-07 21:39:41.511
BE12	T:The Great Race	1964	D:B.Edwards	2005-07-08 02:38:16.224	2005-07-08 03:44:37.066
BE16	T:The Party	1968	D:B.Edwards	2005-07-07 18:55:24.997	2005-07-07 19:34:09.977
BE20	T:The Return of the Pink Panther	1974	D:B.Edwards	2005-07-08 07:28:14.695	2005-07-08 08:01:08.165
BE21	T:The Pink Panther Strikes Again	1976	D:B.Edwards	2005-07-07 16:52:57.178	2005-07-07 17:35:39.561
BE34	T:Victor/Victoria	1982	D:B.Edwards	2005-07-08 15:12:25.464	2005-07-08 16:01:57.231
BE35	T:Trail of the Pink Panther	1982	D:B.Edwards	2005-07-08 11:01:37.964	2005-07-08 11:11:08.317
BE37	T:The Man Who Loved Women	1983	D:B.Edwards	2005-07-08 08:44:17.98	2005-07-08 09:53:17.238
CoW3	T:Lancelot and Guinevere	1963	D:C.Wilde	2005-07-08 04:22:10.658	2005-07-08 04:40:29.308
CoW5	T:Beach Red	1967	D:C.Wilde	2005-07-08 12:35:12.303	2005-07-08 12:53:29.206
DeM4	T:Desire Under the Elms	1958	D:Del.Mann	2005-07-08 13:18:58.685	2005-07-08 13:51:34.345
DeM8	T:Lover Come Back	1961	D:Del.Mann	2005-07-07 20:53:33.426	2005-07-07 21:04:03.82
DeM10	T:That Touch of Mink	1962	D:Del.Mann	2005-07-08 12:49:12.19	2005-07-08 14:07:59.258
DeM17	Tm:Night Crossing	1980	D:Del.Mann	2005-07-08 05:54:37.318	2005-07-08 06:29:27.827
DeM20	T:Separate Tables	1983	D:Del.Mann	2005-07-08 09:10:13.512	2005-07-08 10:35:03.83
DM230	T:The Organization	1971	D:Medford	2005-07-08 08:36:44.673	2005-07-08 09:16:22.922
GFj15	T:I Was a Teenage Werewolf	1957	D:Fowler	2005-07-08 15:02:20.596	2005-07-08 15:28:22.928
HeH10	T:The Bar Sinister	1955	D:H.Hoffman	2005-07-08 07:15:04.299	2005-07-08 08:33:05.988
HLu10	T:Lady and the Tramp	1955	D:Luske	2005-07-08 12:29:38.93	2005-07-08 13:34:21.256
HWo1	T:Drei von der Tankstelle	1955	D:Wolff	2005-07-08 01:59:13.976	2005-07-08 02:31:09.489
InA10	T:Animal World	1955	D:I.Allen	2005-07-07 15:46:50.39	2005-07-07 15:54:19.513
InA15	T:The Story of Mankind	1957	D:I.Allen	2005-07-08 05:23:01.217	2005-07-08 05:24:20.719
JCn6	T:The Great Gatsby	1974	D:Clayton	2005-07-08 03:04:33.542	2005-07-08 03:53:38.411
JCn20	T:Something Wicked This Way Comes	1983	D:Clayton	2005-07-08 12:11:20.353	2005-07-08 13:23:19.985
MvS1	T:The Seven Little Foys	1955	D:Shavelson	2005-07-08 14:36:40.191	2005-07-08 14:55:33.306
MvS2	T:Beau James	1957	D:Shavelson	2005-07-08 06:06:53.513	2005-07-08 06:16:36.715
MvS3	T:Houseboat	1958	D:Shavelson	2005-07-07 19:37:06.303	2005-07-07 20:35:10.367
MvS4	T:The Five Pennies	1959	D:Shavelson	2005-07-08 04:34:52.992	2005-07-08 05:57:06.627
MvS6	T:On the Double	1961	D:Shavelson	2005-07-08 03:21:51.827	2005-07-08 04:23:27.107
MvS12	T:A New Kind of Love	1963	D:Shavelson	2005-07-08 06:53:23.739	2005-07-08 08:10:10.487
NPa3	T:The Court Jester	1956	D:Panama	2005-07-08 06:58:13.565	2005-07-08 07:11:44.072
PhD2	T:A View from Pompey's Head	1955	D:Ph.Dunne	2005-07-08 14:04:12.245	2005-07-08 15:07:12.846
PhD9	Tm:Wild in the Country	1961	D:Ph.Dunne	2005-07-08 10:41:01.377	2005-07-08 11:30:16.147
RAl55	T:The Happy Ending	1969	D:Altman	2005-07-07 21:13:02.763	2005-07-07 22:42:21.632
RAl56	T:M*A*S*H	1970	D:Altman	2005-07-08 05:58:35.404	2005-07-08 06:44:00.731
RAl62	T:Brewster McCloud	1971	D:Altman	2005-07-07 20:05:35.255	2005-07-07 21:20:26.916
RAl68	T:McCabe and Mrs.~Miller	1971	D:Altman	2005-07-08 01:04:58.242	2005-07-08 02:01:34.899
RAl69	T:Images	1972	D:Altman	2005-07-07 21:09:15.935	2005-07-07 22:32:45.21
RAl70	T:The Long Goodbye	1973	D:Altman	2005-07-07 15:47:50.684	2005-07-07 17:14:32.044
RAl71	T:Thieves Like Us	1973	D:Altman	2005-07-08 09:31:30.612	2005-07-08 09:53:40.837
RAl72	T:California Split	1974	D:Altman	2005-07-07 19:17:41.959	2005-07-07 19:59:20.499
RAl73	T:Nashville	1975	D:Altman	2005-07-08 08:57:16.648	2005-07-08 09:11:24.384
RAl85	T:Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean	1982	D:Altman	2005-07-08 13:37:02.671	2005-07-08 14:30:31.5
RAl87	T:Streamers	1983	D:Altman	2005-07-07 20:04:40.795	2005-07-07 21:03:23.141
RCo26	T:House of Usher	1960	D:Corman	2005-07-08 04:56:35.801	2005-07-08 05:07:03.814
RCo32	T:The Premature Burial	1962	D:Corman	2005-07-08 13:04:53.095	2005-07-08 13:17:40.941
RCo37	T:The Terror	1963	D:Corman	2005-07-08 00:45:42.365	2005-07-08 01:02:46.33
RCo41	T:The Masque of the Red Death	1964	D:Corman	2005-07-08 03:53:54.649	2005-07-08 04:01:46.741
RCo43	T:The Tomb of Ligeia	1965	D:Corman	2005-07-08 07:17:29.382	2005-07-08 08:02:42.66
RCo48	T:Gas-s-s!	1970	D:Corman	2005-07-07 20:18:39.293	2005-07-07 21:41:10.581
RCo60	T:Streetwalkin'	1980	D:Corman	2005-07-08 05:41:28.949	2005-07-08 05:54:05.7
RCo70	T:Watchers II	1987	D:Corman	2005-07-07 16:26:17.427	2005-07-07 16:28:29.884
RMl1	T:A Man Alone	1955	D:Milland	2005-07-07 19:34:55.686	2005-07-07 20:40:24.377
