filmid	title	year	director
IH19	T:Moby Dick	1956	D:J.Huston
IH20	T:Heaven Knows Mr.~Allison	1957	D:J.Huston
IH22	T:The Unforgiven	1960	D:J.Huston
IH23	T:The Misfits	1961	D:J.Huston
IH26	T:The List of Adrian Messenger	1963	D:J.Huston
IH27	T:The Night of the Iguana	1964	D:J.Huston
IH28	T:The Bible	1966	D:J.Huston
IH29	T:Casino Royale	1967	D:J.Huston
IH30	T:Reflections in a Golden Eye	1967	D:J.Huston
IH35	T:Fat City	1972	D:J.Huston
IH42	Tm:Victory	1981	D:J.Huston
IH47	T:Prizzi's Honor	1985	D:J.Huston
KuH10	T:Quax der Bruchpilot	1941	D:K.Hoffman
KuH20	T:I think often of Piroschka	1955	D:K.Hoffman
KuH25	T:The Confessions of Felix Krull	1957	D:K.Hoffman
KuH29	T:Wir Wunderkinder	1958	D:K.Hoffman
LaC20	T:Great Day	1945	D:Comfort
LaC25	T:Silent Dust	1948	D:Comfort
LaC35	T:Eight O'Clock Walk	1948	D:Comfort
LHo2	T:The First of the Few	1942	D:L.Howard
PaJ2	T:Ferry Pilot	1941	D:P.Jackson
PaJ5	T:Western Approaches	1944	D:P.Jackson
PaJ10	T:Shadow on the Wall	1948	D:P.Jackson
ReC5	T:Romeo and Juliet	1953	D:Castellani
RMp13	T:Night Plane from Chungking	1942	D:R.Murphy
StH5	T:The Glass Key	1942	D:Heisler
StH13	T:Blue Skies	1945	D:Heisler
StH15	T:Smash-Up	1947	D:Heisler
StH18	T:Tulsa	1949	D:Heisler
StH20	T:Chain Lightning	1950	D:Heisler
StH23	T:I died a Thousand Times	1955	D:Heisler
StH30	T:Hitler	1961	D:Heisler
TTz2	T:Fighting Father Dunne	1942	D:Tetzlaff
TTz4	T:Riff Raff	1946	D:Tetzlaff
TTz8	T:Johnny Allegro	1948	D:Tetzlaff
TTz9	T:The Window	1949	D:Tetzlaff
TTz10	T:The White Tower	1950	D:Tetzlaff
TTz11	T:Gambling House	1950	D:Tetzlaff
TTz20	T:Son of Sinbad	1955	D:Tetzlaff
VdS2	T:I Bambini ci Guardino	1942	D:deSica
VdS4	T:Sciusci\`a	1946	D:deSica
VdS5	T:Bicycle Thieves	1948	D:deSica
VdS7	T:Umberto D	1952	D:deSica
VdS15	T:Two Women	1961	D:deSica
VdS24	T:The Garden of the Finzi-Continis	1971	D:deSica
WlM10	T:Mr.~District Attorney	1941	D:W.Morgan
ALe4	T:Pandora and the Flying Dutchman	1951	D:Lewin
ALe7	T:Saadia	1953	D:Lewin
AnM16	T:The Furies	1950	D:Ant.Mann
AnM25	T:The Glenn Miller Story	1954	D:Ant.Mann
AnM35	T:Cimarron	1960	D:Ant.Mann
AnM37	T:El Cid	1961	D:Ant.Mann
AnM40	T:The Fall of the Roman Empire	1964	D:Ant.Mann
ASj15	T:Hets	1942	D:Sjoberg
ChF7	T:Scott of The Antarctic	1948	D:Frend
DL1	T:In Which We Serve	1942	D:Lean
DL3	T:Blithe Spirit	1945	D:Lean
DL4	T:Brief Encounter	1946	D:Lean
DL5	T:Great Expectations	1946	D:Lean
DL7	T:Passionate Friends	1948	D:Lean
DL9	T:The Sound Barrier	1951	D:Lean
DL10	T:Hobson's Choice	1954	D:Lean
DL11	T:Summertime	1955	D:Lean
DL12	T:The Bridge on the River Kwai	1957	D:Lean
DL13	T:Lawrence of Arabia	1962	D:Lean
DL14	T:Dr. Zhivago	1965	D:Lean
DL15	T:Ryan's Daughter	1970	D:Lean
DL16	T:A Passage to India	1984	D:Lean
FZ8	T:The Men	1945	D:Zinneman
FZ10	T:High Noon	1952	D:Zinneman
FZ11	T:The Member of the Wedding	1953	D:Zinneman
FZ12	T:From Here to Eternity	1953	D:Zinneman
FZ13	T:Oklahoma!	1955	D:Zinneman
FZ14	T:The Nun's Story	1960	D:Zinneman
FZ15	T:The Sundowners	1960	D:Zinneman
FZ19	T:Day of the Jackal	1973	D:Zinneman
FZ20	T:Julia	1977	D:Zinneman
FZ21	T:Five Days One Summer	1982	D:Zinneman
GLa2	T:Le Journal Tombe a Cinq Heures	1942	D:Lacombe
GLa10	T:Martin Roumagnac	1946	D:Lacombe
HGC3	T:Quai des Orf\`evres	1947	D:Clouzot
HGC5	T:L'Assassin habite au 21	1947	D:Clouzot
HGC6	T:Jenny Lamour	1947	D:Clouzot
HGC16	T:Le Salaire de la Peur	1952	D:Clouzot
HGC17	T:Les Diaboliques	1954	D:Clouzot
IRa4	T:The Great Impersonation	1942	D:Rawlins
IRa5	T:Sherlock Holmes and the Voice of Terror	1942	D:Rawlins
IRa10	T:Dick Tracy vs. Cueball	1946	D:Rawlins
IRa12	T:Dick Tracy's Dilemma	1947	D:Rawlins
IRa14	T:Dick Tracy Meets Gruesome	1947	D:Rawlins
JD7	T:Brute Force	1947	D:Dassin
JD8	T:The Naked City	1948	D:Dassin
JD10	T:Night and the City	1950	D:Dassin
JD12	T:Rififi	1954	D:Dassin
JD15	T:Never on Sunday	1959	D:Dassin
JeY10	T:The Naughty Nineties	1945	D:Yarborough
JeY30	T:Abbott and Costello Lost in Alaska	1952	D:Yarborough
JqB5	T:Goupi Mains Rouges	1942	D:J.Becker
JqB15	T:Antoine et Antoinette	1947	D:J.Becker
JqB18	T:Rendevouz de Julliet	1949	D:J.Becker
JqB20	T:Edouard et Caroline	1951	D:J.Becker
JqB22	T:Casque d'Or	1952	D:J.Becker
JqB25	T:Touchez pas au Grisbi	1953	D:J.Becker
JqB38	T:Le Trou	1960	D:J.Becker
LAr4	Tm:Wicked Lady	1945	D:Arliss
LAr5	T:A Man about the House	1947	D:Arliss
LuV1	T:Ossessione	1942	D:Visconti
LuV2	T:La Terra Trema	1948	D:Visconti
LuV3	T:Bellisima	1951	D:Visconti
LuV20	T:Senso	1953	D:Visconti
LuV30	T:Rocco and His Brothers	1960	D:Visconti
LuV50	T:Il gattopardo	1963	D:Visconti
MiG3	T:Crime Doctor	1943	D:M.Gordon
MiG5	T:Crime Doctor's Strangest Case	1943	D:M.Gordon
MiG7	T:Crime Doctor's Strangest Case	1943	D:M.Gordon
MiG9	T:Shadows in the Night	1944	D:M.Gordon
MiG11	T:Crime Doctor's Courage	1944	D:M.Gordon
MiG13	T:Crime Doctor's Warning	1945	D:M.Gordon
MiG15	T:Crime Doctor's Manhunt	1946	D:M.Gordon
MiG17	T:Just Before Dawn	1946	D:M.Gordon
MiG19	T:the Millerson Case	1947	D:M.Gordon
MiG21	T:The Web	1947	D:M.Gordon
MiG23	T:Crime Doctor's Gamble	1948	D:M.Gordon
MiG25	T:Another Part of the Forest	1948	D:M.Gordon
MiG27	T:An Act of Murder	1948	D:M.Gordon
MiG29	T:Crime Doctor's Diary	1949	D:M.Gordon
MiG30	T:Cyrano de Bergerac	1950	D:M.Gordon
MiG32	T:I can get it for you Wholesale	1951	D:M.Gordon
MiG35	T:Pillow Talk	1959	D:Mi.Gordon
MiG39	T:Move Over, Darling	1963	D:M.Gordon
MiG45	T:A Very Special Favor	1965	D:M.Gordon
MiG50	T:The Impossible Years	1968	D:M.Gordon
VSh7	T:All Through the Night	1942	D:V.Sherman
VSh9	T:The Hard Way	1943	D:V.Sherman
VSh10	T:Old Acquaintenance	1943	D:V.Sherman
VSh15	T:Mr.~Skeffington	1943	D:V.Sherman
VSh23	T:The Adventures of Don Juan	1949	D:V.Sherman
VSh25	T:The Hasty Heart	1949	D:V.Sherman
VSh27	T:The Damned Don't Cry	1950	D:V.Sherman
WFx10	T:Bowery at Midnight	1942	D:W.Fox
AkK9	T:Stray Dog	1949	D:Kurosawa
AkK11	T:Rashomon	1950	D:Kurosawa
AkK12	T:Ugetsu	1951	D:Kurosawa
AkK13	T:Ikiru	1952	D:Kurosawa
AkK14	T:Shichinin no Samurai	1954	D:Kurosawa
AkK20	T:Yojimbo	1961	D:Kurosawa
AkK21	T:Sanjuro	1962	D:Kurosawa
AkK22	T:High and Low	1963	D:Kurosawa
AkK25	T:Tora, Tora, Tora	1970	D:Fleischer
AkK26	T:Derzu Uzala	1975	D:Kurosawa
AkK29	T:Akira Kurosawa Dreams	1990	D:Kurosawa
AkK30	T:Rhapsody in August	1991	D:Kurosawa
ChW2	T:Good News	1947	D:Walters
ChW3	T:Easter Parade	1947	D:Walters
ChW4	T:The Barkleys of Broadway	1949	D:Walters
ChW6	T:Lili	1953	D:Walters
ChW7	T:Dangerous when Wet	1953	D:Walters
ChW8	T:The Tender Trap	1955	D:Walters
ChW12	T:High Society	1956	D:Walters
ChW16	T:Ask any Girl	1959	D:Walters
ChW18	T:Please Dont Eat the Daisies	1960	D:Walters
ChW22	T:The Unsinkable Molly Brown	1964	D:Walters
ChW25	T:Walk, Don't Run	1966	D:Walters
FLd10	T:I see a Dark Stranger	1945	D:Launder
FLd18	T:The Blue Lagoon	1948	D:Launder
FLd20	T:The Happiest Day of Your Life	1950	D:Launder
FWx10	T:Lassie Come Home	1943	D:F.M.Wilcox
FWx15	T:Courage of Lassie	1946	D:F.M.Wilcox
FWx18	T:The Hills of Home	1948	D:F.M.Wilcox
HeL23	T:The President's Lady	1953	D:Levin
HeL30	T:Journey to the Center of the Earth	1959	D:Levin
HeL33	Tm:Where the Boys Are	1960	D:Levin
HSc5	T:My Friend Flicka	1943	D:Schuster
HSc7	T:Thunderhead --- Son of Flicka	1945	D:Schuster
HSc15	T:Tarzan's Hidden Jungle	1955	D:Schuster
HSh5	T:Watch on the Rhine	1945	D:Shumlin
HSh10	T:Confidential Agent	1945	D:Shumlin
HuJ5	T:The Silent Village	1943	D:Jennings
HuJ10	T:A Diary for Timothy	1945	D:Jennings
MRs1	T:The Seventh Victim	1943	D:Robson
MRs2	T:The Ghost Ship	1943	D:Robson
MRs13	T:Isle of the Dead	1949	D:Robson
MRs25	T:The Bridges at Toko-Ri	1954	D:Robson
MRs21	T:Peyton Place	1958	D:Robson
MRs32	T:Inn of the Sixth Happiness	1958	D:Robson
MRs36	T:The Prize	1963	D:Robson
MRs41	T:Happy Birthday, Wanda June	1971	D:Robson
MRb43	T:Earthquake	1974	D:Robson
PHy15	T:Running Scared	1986	D:Hyams
PHy20	T:Presidio	1988	D:Hyams
RCl5	T:Les Jeux Interdits	1951	D:Clement
RtB8	T:Journal d'un Cur\'e de Campagne	1950	D:Bresson
RtB10	T:Pickpocket	1959	D:Bresson
RtB12	T:The Trial of Joan of Arc	1962	D:Bresson
RtB15	T:Un Condamn\'e \`a Mort s'est Echapp\'e	1966	D:Bresson
RtB16	T:Au Hazard, Balthazar	1966	D:Bresson
RtB30	T:Lancelot du Lac	1975	D:Bresson
SGi3	T:The Rake's Progress	1945	D:Gilliat
SGi8	T:State Secret	1950	D:Gilliat
SGi30	Tm:Endless Night	1982	D:Gilliat
VGu19	T:The Quatermass Experiment	1955	D:V.Guest
VGu23	T:Quatermass II	1957	D:V.Guest
VGu25	Tm:Up the Creek	1958	D:V.Guest
VGu34	T:Jigsaw	1963	D:V.Guest
VGu36	T:The Beauty Jungle	1964	D:V.Guest
VM1	T:Cabin in the Sky	1943	D:Minnelli
VM3	T:Ziegfeld Follies	1944	D:Minnelli
VM4	T:Meet Me in St.Louis	1944	D:Minnelli
VM5	T:The Clock	1944	D:Minnelli
VM7	T:Ziegfeld Follies	1994	D:Minnelli
VM9	T:Father of the Bride	1950	D:Minnelli
VM10	T:An American in Paris	1951	D:Minnelli
VM11	T:The Bad and the Beautiful	1952	D:Minnelli
VM13	T:The Band Wagon	1953	D:Minnelli
VM19	T:Lust for Life	1956	D:Minnelli
VM22	T:Gigi	1958	D:Minnelli
VM33	T:A Matter of Time	1976	D:Minnelli
WiC30	T:Macabre	1943	D:W.Castle
WiC50	T:House on Haunted Hill	1959	D:W.Castle
WiC55	T:Homicidal	1961	D:W.Castle
WiC60	T:Strait-Jacket	1964	D:W.Castle
WiC70	T:Shanks	1974	D:W.Castle
WiC90	T:Project X	1974	D:W.Castle
ChC4	T:Hue and Cry	1946	D:Ch.Crichton
ChC9	T:The Lavender Hill Mob	1951	D:Ch.Crichton
ChC11	T:The Titfield Thunderbolt	1953	D:Ch.Crichton
DSy1	T:Act One	1963	D:Schary
EAB8	T:Between Two Worlds	1944	D:Blatt
EAB10	T:Escape in the Desert	1945	D:Blatt
JeD10	T:Don't Take it to Heart	1944	D:Dell
LAl2	T:The Uninvited	1944	D:L.Allan
LOl1	T:Henry V	1944	D:L.Olivier
LOl2	T:Hamlet	1945	D:L.Olivier
LOl3	T:Richard III	1956	D:L.Olivier
LOl4	T:The Prince and the Showgirl	1958	D:L.Olivier
PhK4	T:Shanghai Cobra	1945	D:Karlson
PhK7	T:Dark Alibi	1946	D:Karlson
PhK11	T:Ladies of the Chorus	1949	D:Karlson
PhK46	T:Hornet's Nest	1969	D:Karlson
PhK50	Tm:Walking Tall	1973	D:Karlson
RBt6	T:The Guinea Pig	1948	D:R.Boulting
RBt17	T:There's a Girl in My Soup	1970	D:R.Boulting
RLB9	T:The Mummy's Ghost	1944	D:LeBorg
RLB12	T:Jungle Woman	1944	D:LeBorg
RWh8	T:Blonde Fever	1944	D:Whorf
RWh10	Tm:Till the Clouds Roll By	1946	D:Whorf
RWh15	T:Love From A Stranger	1947	D:Whorf
RWh20	Tm:Champagne for Caesar	1950	D:Whorf
RWi1	T:Mademoiselle Fifi	1944	D:R.Wise
RWi2	T:The Curse of the Cat People	1944	D:R.Wise
RWi3	T:The Body Snatchers	1945	D:R.Wise
RWi4	T:A Game of Death	1945	D:R.Wise
RWi9	T:The Set-Up	1949	D:R.Wise
RWi12	T:The House on Telegraph Hill	1951	D:R.Wise
RWi13	T:The Day the Earth Stood Still	1951	D:R.Wise
RWi24	T:I Want To Live	1958	D:R.Wise
RWi25	T:Run Silent, Run Deep	1958	D:R.Wise
RWi28	T:West Side Story	1961	D:R.Wise
RWi29	T:The Haunting	1963	D:R.Wise
RWi33	T:Star!	1968	D:R.Wise
RWi34	T:The Andromeda Strain	1970	D:R.Wise
RWi36	T:The Hindenburg	1975	D:R.Wise
SNe10	T:The Lost Continent	1951	D:Newfield
CoB3	T:The Years Between	1946	D:Bennett
CoB6	T:King Solomon's Mines	1950	D:Bennett
CoB15	T:How to Undress in Public Without Undue Embarrassement	1965	D:Bennett
DS1	T:Hitler Lives	1945	D:D.Siegel
DS5	T:Night unto Night	1945	D:D.Siegel
DS6	T:The Verdict	1946	D:D.Siegel
DS8	T:The Big Steal	1949	D:D.Siegel
DS13	T:The Invasion of the Body Snatchers	1956	D:D.Siegel
DS28	T:Death of a Gunfighter	1969	D:D.Siegel
DS30	Tm:The Beguiled	1970	D:D.Siegel
DS32	T:Dirty Harry	1972	D:D.Siegel
DS33	T:Charley Varrick	1973	D:D.Siegel
DS36	Tm:Telefon	1977	D:D.Siegel
DS38	Tm:Rough Cut	1980	D:D.Siegel
DS40	T:Jinxed!	1982	D:D.Siegel
DS49	T:Marathon	1987	D:D.Siegel
EK1	T:A Tree Grows in Brooklyn	1945	D:E.Kazan
EK3	T:Boomerang	1947	D:E.Kazan
EK4	T:Gentleman's Agreement	1947	D:E.Kazan
EK5	T:Panic in the Streets	1950	D:E.Kazan
EK6	T:A Streetcar Named Desire	1951	D:E.Kazan
EK9	T:On the Waterfront	1954	D:E.Kazan
EK10	T:East of Eden	1955	D:E.Kazan
EK11	T:Baby Doll	1956	D:E.Kazan
EK12	T:A Face in the Crowd	1957	D:E.Kazan
EK15	T:The Arrangement	1969	D:E.Kazan
FdC14	T:Bedtime for Bonzo	1951	D:deCordova
FdC16	T:Little Egypt	1951	D:deCordova
GS6	T:For Heaven's Sake	1950	D:Seaton
GS7	T:The Big Lift	1950	D:Seaton
GS9	T:The Country Girl	1954	D:Seaton
GS16	T:Airport	1970	D:Seaton
HaW9	T:Road to Bali	1952	D:Walker
InB32	Tm:The Touch	1971	D:I.Bergman
InB41	T:Fanny and Alexander	1982	D:I.Bergman
IBe16	T:The Bad News Bears Go to Japan	1978	D:Berry
RHa9	T:To Paris With Love	1955	D:Hamer
RRo1	T:Open City	1945	D:Rossellini
WRh10	T:Song of Scheherazade	1945	D:Reisch
ISt24	T:Gunfight at the OK Corral	1957	D:J.Sturges
ISt26	T:The Old Man and the Sea	1958	D:J.Sturges
ISt29	T:The Magnificent Seven	1960	D:J.Sturges
ISt30	T:By Love Possessed	1961	D:J.Sturges
ISt31	T:Sergeants Three	1961	D:J.Sturges
ISt33	T:The Great Escape	1963	D:J.Sturges
ISt38	Tm:Joe Kidd	1972	D:JSturges
JLM10	T:No Way Out	1950	D:J.L.Mankiewicz
JLM17	T:Cleopatra	1963	D:J.L.Mankiewicz
KeA19	T:Three Men in a Boat	1956	D:Anakin
KeA23	T:Swiss Family Robinson	1960	D:Annakin
KeA31	T:Those Magnificent Men in Their Flying Machines	1964	D:Annakin
KeA34	T:Those Daring Young Men in Their Jaunty Jalopies	1969	D:Anakin
KeA36	T:Call of the Wild	1972	D:Annakin
KeA38	T:Fifth Musketeer	1978	D:Annakin
PUs4	T:Romanoff and Juliet	1961	D:Ustinov
PUs6	T:Lady L.	1965	D:Ustinov
RiF13	T:Twenty Thousand Leagues Under the Sea	1954	D:R.Fleischer
RiF15	T:The Girl in the Red Velvet Swing	1955	D:R.Fleischer
RiF18	T:The Vikings	1957	D:R.Fleischer
RiF22	T:Barrabas	1962	D:R.Fleischer
RiF24	T:Fantastic Voyage	1966	D:R.Fleischer
RiF25	T:Doctor Dolittle	1967	D:R.Fleischer
RiF28	T:Tora! Tora! Tora!	1970	D:R.Fleischer
RiF33	Tm:Soylent Green	1973	D:R.Fleischer
RiF35	T:Mr.~Majestyk	1974	D:R.Fleischer
RiF36	T:Mandingo	1975	D:R.Fleischer
RiF39	T:Crossed Swords	1978	D:R.Fleischer
RiF47	Tm:Amityville	1983	D:R.Fleischer
BrW5	T:June Bride	1949	D:Windust
BrW10	T:The Enforcer	1951	D:Windust
DHa7	T:Mr. Imperium	1951	D:Hartman
JaH16	T:A Study in Terror	1965	D:J.Hill
JaH20	T:Born Free	1966	D:J.Hill
JaH22	T:Captain Nemo and the Underwater City	1969	D:J.Hill
LGt23	T:Alfie	1966	D:L.Gilbert
LGt25	T:You Only Live Twice	1967	D:L.Gilbert
LGt31	T:The Spy Who Loved Me	1977	D:L.Gilbert
LGt32	T:Moonraker	1979	D:L.Gilbert
LGt40	T:Shirley Valentine	1989	D:L.Gilbert
LGt45	T:Stepping Out	1991	D:L.Gilbert
NR10	T:Johnny Guitar	1953	D:N.Ray
NR11	T:Rebel Without a Cause	1955	D:N.Ray
NR19	T:King of Kings	1961	D:N.Ray
NR20	T:55 Days at Peking	1961	D:N.Ray
RoN5	T:The Man Who Never Was	1956	D:Neame
RoN8	T:The Horse's Mouth	1959	D:Neame
RoN9	T:Tunes of Glory	1960	D:Neame
RoN16	T:The Prime of Miss Jean Brodie	1968	D:Neame
RoN28	T:Meteor	1979	D:Neame
RoN30	Tm:Hopscotch	1980	D:Neame
RoN32	T:First Monday in October	1981	D:Neame
RoR3	T:The Brave Bulls	1950	D:Rossen
RoR5	T:Alexander the Great	1956	D:Rossen
RoR6	T:Island in the Sun	1957	D:Rossen
JPM10	T:Bob Le Flambeur	1955	D:Melville
TFi9	T:Dracula	1958	D:Fisher
TFi12	T:The Mummy	1959	D:Fisher
TFi20	T:The Phantom of the Opera	1962	D:Fisher
TFi24	T:The Gorgon	1964	D:Fisher
TFi25	T:The Curse of the Mummy's Tomb	1964	D:Fisher
APo40	T:Rosemary's Baby	1968	D:Polonsky
APo43	T:Tell Them Willie Boy is Here	1969	D:Polonsky
HCs1	T:Passport to Pimlico	1948	D:Cornelius
JLo25	Tm:Romantic Englishwoman	1975	D:Losey
JLo30	Tm:Steel	1980	D:Losey
LRF15	T:Hong Kong	1951	D:L.R.Foster
LRF20	T:Tropic Zone	1953	D:L.R.Foster
RaT9	T:Appointment with Venus	1948	D:R.Thomas
RaT16	T:Doctor at Sea	1955	D:R.Thomas
RaT26	T:The Thirty-nine Steps	1959	D:R.Thomas
RdM18	T:Second Chance	1953	D:Mate
RdM30	T:The 300 Spartans	1962	D:Mate
TYg8	T:Safari	1956	D:T.Young
TYg17	T:Dr.~No	1962	D:T.Young
TYg18	T:From Russia With Love	1963	D:T.Young
TYg20	T:Thunderball	1965	D:T.Young
TYg21	T:The Amorous Adventures of Moll Flanders	1965	D:T.Young
TYg25	T:Wait Until Dark	1967	D:T.Young
TYg40	T:Bloodline	1967	D:T.Young
xAb1	T:Docks of New Orleans	1948	D:Abrahams
ACy20	Tm:Eye for an Eye	1956	D:Cayatte
ACy38	T:Verdict	1974	D:Cayatte
GFr35	T:Les Yeux sans Visage	1959	D:Franju
GKe1	T:On the Town	1949	D:Gene~Kelly
GKe2	T:Singin' in the Rain	1952	D:Gene~Kelly
GKe3	T:Invitation to the Dance	1956	D:Gene~Kelly
GKe5	T:The Tunnel of Love	1958	D:Gene~Kelly
GKe6	T:Gigot	1968	D:Gene~Kelly
GKe8	T:Hello Dolly	1969	D:Gene~Kelly
GKe9	T:The Cheyenne Social Club	1970	D:Gene~Kelly
HKl17	T:The Unguarded Moment	1956	D:Keller
HKl30	T:Tammy tell me True	1961	D:Keller
HKl40	T:Tammy and the Doctor	1963	D:Keller
IGu18	T:Tarzan Goes to India	1962	D:Guillermin
IGu21	T:The Blue Max	1966	D:Guillermin
IGu26	T:Shaft in Africa	1973	D:Guillermin
IGu28	T:The Towering Inferno	1974	D:Guillermin
IGu29	T:King Kong	1976	D:Guillermin
IGu31	T:Death on the Nile	1978	D:Guillermin
JT3	T:Mon Oncle	1958	D:Tati
JT4	T:Playtime	1968	D:Tati
JT5	T:Traffic	1971	D:Tati
LLa20	T:Man in The Dark	1953	D:Landers
SaF19	T:Dead Pigeon on Beethoven Street	1972	D:Fuller
SM6	T:The Ladykillers	1955	D:Mackendrick
SM8	T:Sammy Going South	1962	D:Mackendrick
StD4	T:Royal Wedding	1951	D:Donen
StD7	T:Seven Brides for Seven Brothers	1954	D:Donen
StD24	T:Deep in My Heart	1954	D:Donen
StD33	T:Funny Face	1957	D:Donen
StD35	T:The Pajama Game	1957	D:Donen
StD41	T:Indiscreet	1958	D:Donen
StD42	T:Damn Yankees	1958	D:Donen
StD45	T:The Grass is Greener	1960	D:Donen
StD51	T:Charade	1963	D:Donen
StD58	T:Arabesque	1966	D:Donen
StD61	T:Bedazzled	1967	D:Donen
StD62	T:Two for the Road	1967	D:Donen
WlJ12	T:Cinderella	1949	D:W.Jackson
WlJ14	T:Alice In Wonderland	1951	D:W.Jackson
FF2	T:The White Sheik	1951	D:Fellini
FF12	T:Satyricon	1969	D:Fellini
FF15	T:Amacord	1974	D:Fellini
FF18	T:Casanova	1974	D:Fellini
GoG10	T:Room to Let	1950	D:Grayson
HFr30	T:Man in the Attic	1954	D:Fregonese
HFr50	T:Appaches Last Battle	1964	D:Fregonese
IdL4	T:The Hitch Hiker	1953	D:Lupino
IdL5	T:The Bigamist	1953	D:Lupino
IdL20	T:The Trouble With Angels	1966	D:Lupino
JDh5	Tm:Babes in Toyland	1961	D:Donohue
JLT12	T:Flame over India	1959	D:LeeThompson
JLT15	T:The Guns of Navarone	1961	D:LeeThompson
JLT24	T:Before Winter Comes	1968	D:LeeThompson
JLT27	T:Conquest of the Planet of the Apes	1972	D:LeeThompson
JLT29	T:Huckleberry Finn	1974	D:LeeThompson
JLT32	T:St. Ives	1976	D:LeeThompson
JLT34	T:The Greek Tycoon	1978	D:LeeThompson
JLT39	Tm:Ten to Midnight	1983	D:LeeThompson
JLT50	T:King Solomon's Mines	1985	D:LeeThompson
JoP20	T:Foxfire	1955	D:Pevney
JoP28	T:Tammy and the Bachelor	1957	D:Pevney
MA6	T:The Passenger	1963	D:Antonioni
MFr29	T:A Touch of Class	1972	D:Frank
MFr33	Tm:Prisoner of 2nd Avenue	1975	D:Frank
MiA8	T:Around the World in 80 Days	1956	D:M.Anderson
MiA11	T:The Wreck of the Mary Deare	1959	D:M.Anderson
MiA18	T:The Shoes of the Fisherman	1968	D:M.Anderson
MiA21	T:Conduct Unbecoming	1975	D:M.Anderson
MiA25	Tm:Orca the Killer Whale	1979	D:M.Anderson
RcB13	T:Cat on a Hot Tin Roof	1958	D:R.Brooks
RcB14	T:Elmer Gantry	1960	D:R.Brooks
RcB16	T:Lord Jim	1965	D:R.Brooks
RcB17	T:The Professionals	1966	D:R.Brooks
AR4	T:Hiroshima Mon Amour	1959	D:Resnais
CyE8	T:Try and Get Me	1951	D:Endfield
CyE10	T:Tarzan's Savage Fury	1952	D:Endfield
CyE30	Tm:Mysterious Island	1961	D:Endfield
LBu1	T:Alice In Wonderland	1951	D:Bunin
MZa23	Tm:Now and Forever	1955	D:Zampi
RiQ23	T:Paris When it Sizzles	1964	D:Quine
RiQ30	T:How to Murder Your Wife	1965	D:Quine
RiQ35	T:The Prisoner of Zenda	1979	D:Quine
RrS5	T:Meet Me After the Show	1951	D:Sale
RrS10	T:Gentlemen Prefer Brunettes	1955	D:Sale
RSn10	T:The Titan: Story of Michelangelo	1951	D:Snyder
RSn100	T:Michelangelo	1989	D:Snyder
BF5	T:Sweet Charity	1968	D:Fosse
BF6	T:Cabaret	1972	D:Fosse
BF8	T:All That Jazz	1979	D:Fosse
BF9	T:Star 80	1983	D:Fosse
CNy15	T:First to Fight	1967	D:Nyby
DaM6	T:Butterfield Eight	1960	D:Dan.Mann
DaM7	T:The Last Angry Man	1959	D:Dan.Mann
DaM10	T:Ada	1961	D:Dan.Mann
DaM30	T:Journey into Fear	1976	D:Dan.Mann
DaM35	Tm:Matilda	1978	D:Dan.Mann
FrQ10	T:Johann Mouse	1952	D:Quimby
FrT5	T:Son of Paleface	1958	D:Tashlin
FrT7	T:Susan Slept Here	1954	D:Tashlin
FrT10	T:Artists and Models	1955	D:Tashlin
FrT13	T:The Girl Can't Help It	1957	D:Tashlin
FrT16	T:Will Success Spoil Rock Hunter?	1957	D:Tashlin
FrT20	T:Rock a Bye Baby	1958	D:Tashlin
FrT22	T:Say One For Me	1959	D:Tashlin
FrT23	T:Cinderfella	1960	D:Tashlin
FrT25	T:The Disorderly Orderly	1960	D:Tashlin
FrT30	T:The Alphabet Murders	1965	D:Tashlin
FrT32	T:The Glass Bottom Boat	1966	D:Tashlin
GH12	T:Goldfinger	1964	D:G.Hamilton
GH15	T:Diamonds are Forever	1971	D:G.Hamilton
GH16	T:Live and Let Die	1972	D:G.Hamilton
GH17	T:The Man with the Golden Gun	1974	D:G.Hamilton
GH25	Tm:Force 10 From Navarone	1978	D:G.Hamilton
GH30	T:The Mirror Cracked	1980	D:G.Hamilton
JHo20	T:One Desire	1953	D:J.Hopper
JHo24	T:Toy Tiger	1956	D:J.Hopper
KHu18	T:Chitty Chitty Bang Bang	1969	D:K.Hughes
KHu19	T:Cromwell	1970	D:K.Hughes
KHu21	Tm:Oh Alfie	1975	D:K.Hughes
KHu22	Tm:Sextette	1978	D:K.Hughes
MuB5	T:The Beachcomber	1954	D:Box
NJu3	T:Law and Order	1953	D:Juran
NJu12	T:The Seventh Voyage of Sinbad	1958	D:Juran
PeB10	T:The Mahabharata	1989	D:Brook
DkP3	T:You Can't Run Away From It	1956	D:D.Powell
DkP4	T:The Enemy Below	1957	D:D.Powell
DkP5	T:The Hunters	1958	D:D.Powell
HoC10	Tm:Captain Scarlett	1953	D:Carr
JHi7	T:The Spoilers	1955	D:Hibbs
JIv6	T:Shakespeare Wallah	1965	D:Ivory
JIv8	T:Bombay Talkie	1970	D:Ivory
JIv10	T:Helen --- Queen of the Nautch Girls	1972	D:Ivory
JIv15	T:The Wild Party	1974	D:Ivory
JIv20	T:Maurice	1975	D:Ivory
JIv21	T:The Slaves of New York	1975	D:Ivory
LiA20	T:If ...	1968	D:L.Anderson
