FILMID	TITLE	ACTOR	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
RaW59	T:The Roaring Twenties	Paul Kelley	2005-07-07 16:16:43.658	2005-07-07 16:40:04.145
RaW59	T:The Roaring Twenties	Pricilla Lane	2005-07-08 06:38:28.194	2005-07-08 07:23:20.916
RaW59	T:The Roaring Twenties	Bert Hanlon	2005-07-08 09:45:49.901	2005-07-08 10:58:21.751
RaW59	T:The Roaring Twenties	Murray Alper	2005-07-07 17:19:24.281	2005-07-07 18:15:21.613
RaW59	T:The Roaring Twenties	Ben Weldon	2005-07-08 12:40:32.03	2005-07-08 13:10:19.957
RaW61	T:They Drive by Night	Paul Hurst	2005-07-08 10:55:55.501	2005-07-08 11:49:39.847
RaW62	T:High Sierra	Alan Curtis	2005-07-07 23:42:32.582	2005-07-08 01:01:13.235
RaW62	T:High Sierra	Artthur Kennedy	2005-07-08 13:40:20.801	2005-07-08 14:35:13.626
RaW63	TZ:They Died With Their Boots On	Olivia deHavilland	2005-07-07 21:35:17.991	2005-07-07 22:44:42.141
RaW63	TZ:They Died With Their Boots On	Arthur Kennedy	2005-07-08 14:02:35.523	2005-07-08 14:11:24.577
RaW63	T:They Died With Their Boots On	Anthony Quinn	2005-07-07 16:13:26.239	2005-07-07 17:19:28.106
RaW63	T:They Died With Their Boots On	Walter Hampden	2005-07-08 06:51:11.081	2005-07-08 07:59:40.486
RaW63	T:They Died With Their Boots On	Regis Toomey	2005-07-07 20:34:47.316	2005-07-07 22:00:45.746
RaW64	T:The Strawberry Blonde	Olivia deHavilland	2005-07-08 10:17:47.735	2005-07-08 11:28:55.601
RaW64	T:The Strawberry Blonde	Alan Hale	2005-07-07 21:16:13.089	2005-07-07 21:54:11.024
RaW66	T:Desperate Journey	Alan Hale	2005-07-08 03:31:34.314	2005-07-08 04:01:42.927
RaW66	T:Desperate Journey	Pat OMoore	2005-07-08 07:19:04.614	2005-07-08 07:33:01.993
RaW72	T:The Man I Love	Andrea King	2005-07-08 10:03:28.367	2005-07-08 10:16:51.018
RaW72	T:The Man I Love	Martha Vickers	2005-07-08 07:20:39.313	2005-07-08 07:50:10.952
RaW72	T:The Man I Love	Alan Hale	2005-07-08 05:48:23.627	2005-07-08 05:53:47.568
RaW73	T:One Sunday Afternoon	Ben Blue	2005-07-07 21:12:06.001	2005-07-07 21:55:57.761
RaW78	T:Blackbeard the Pirate	Alan Mowbray	2005-07-08 04:30:53.677	2005-07-08 05:30:14.556
RaW78	T:Blackbeard the Pirate	Anthony Caruso	2005-07-07 16:40:22.887	2005-07-07 17:35:29.065
RaW82	T:Battle Cry	Aldo Ray	2005-07-08 11:26:48.842	2005-07-08 11:39:09.588
RaW82	T:Battle Cry	Mona Freeman	2005-07-08 00:55:06.463	2005-07-08 01:40:47.689
RaW82	T:Battle Cry	Raymond Massey	2005-07-07 15:42:11.644	2005-07-07 16:09:04.517
RaW82	T:Battle Cry	Nancy Olson	2005-07-07 19:06:41.397	2005-07-07 19:18:41.608
RaW82	T:Battle Cry	Anne Francis	2005-07-08 03:53:11.498	2005-07-08 04:44:30.675
RaW85	T:Band of Angels	Patric Knowles	2005-07-08 09:06:24.906	2005-07-08 10:28:48.322
RaW85	T:Band of Angels	Rex Reason	2005-07-08 00:42:37.96	2005-07-08 01:38:16.969
RaW85	T:Band of Angels	Andrea King	2005-07-07 20:11:30.871	2005-07-07 20:45:53.493
RBa12	T:Cool World	Brad Pitt	2005-07-08 04:52:27.849	2005-07-08 05:08:18.939
RbC1	T:Amsterdam Kill	Bradford Dillman	2005-07-08 15:00:12.75	2005-07-08 15:20:52.076
RbC10	T:Enter the Dragon	Ahna Capri	2005-07-08 12:01:30.882	2005-07-08 12:51:59.994
RbC28	TZ:Run Stranger, Run	Patricia Neal	2005-07-08 05:33:28.841	2005-07-08 06:48:07.818
RbC28	TZ:Run Stranger, Run	Bobby Darin	2005-07-08 08:03:16.093	2005-07-08 09:19:06.688
RbD10	TZ:Greaser's Palace	Albert Henderson	2005-07-08 07:34:16.018	2005-07-08 08:49:02.934
RbD10	TZ:Greaser's Palace	Allan Arbus	2005-07-07 23:11:00.79	2005-07-07 23:57:19.253
RbD10	TZ:Greaser's Palace	Michael Sullivan	2005-07-08 12:49:03.15	2005-07-08 13:21:41.928
RbD10	TZ:Greaser's Palace	Luana Anders	2005-07-07 20:42:11.158	2005-07-07 21:24:05.365
RBe5	TZ:Still of the Night	Meryl Streep	2005-07-07 17:16:43.065	2005-07-07 18:00:59.61
RBe12	T:Billy Bathgate	Loren Dean	2005-07-07 21:37:44.032	2005-07-07 23:06:19.404
RBe12	T:Billy Bathgate	Moira Kelly	2005-07-08 09:53:11.508	2005-07-08 11:20:14.378
RBe15	T:Nobody's Fool	Melanie Griffith	2005-07-08 10:49:45.537	2005-07-08 11:42:13.696
RBi10	T:Vampire's Kiss	Bob Lujan	2005-07-08 00:54:13.656	2005-07-08 02:19:59.339
RBl10	T:Lemora, the Lady Dracula	Rainbeaux Smith	2005-07-07 23:42:38.849	2005-07-08 01:10:05.74
RbM1	T:Murder by Death	Peter Falk	2005-07-08 06:04:55.043	2005-07-08 06:37:31.893
RbM1	T:Murder by Death	Peter Sellers	2005-07-08 12:38:33.985	2005-07-08 14:03:46.192
RbM1	T:Murder by Death	Maggie Smith	2005-07-08 13:47:53.654	2005-07-08 15:06:54.066
RbM1	T:Murder by Death	Nancy Walker	2005-07-08 13:02:26.704	2005-07-08 14:13:42.676
RbR1	T:This is Spinal Tap	Patrick MacNee	2005-07-07 19:48:02.003	2005-07-07 20:41:32.467
RbR1	T:This is Spinal Tap	Billy Crystal	2005-07-08 08:34:28.893	2005-07-08 09:21:18.076
RbR1	T:This is Spinal Tap	Paul Shaffer	2005-07-07 15:52:31.489	2005-07-07 16:55:49.84
RbR3	T:The Princess Bride	Wallace Shawn	2005-07-08 10:24:20.871	2005-07-08 10:57:42.122
RbR3	T:The Princess Bride	Andre theGiant	2005-07-08 10:21:59.692	2005-07-08 11:04:29.892
RbR3	T:The Princess Bride	Peter Cook	2005-07-08 14:40:47.376	2005-07-08 15:31:18.422
RbR3	T:The Princess Bride	Mel Smith	2005-07-08 12:59:16.01	2005-07-08 13:45:57.189
RbR14	T:A Few Good Men	Michael deLeon	2005-07-08 02:48:14.705	2005-07-08 03:24:10.511
RBS15	T:That Wonderful Urge	Reginald Gardiner	2005-07-08 12:37:27.257	2005-07-08 13:19:56.709
RBS15	T:That Wonderful Urge	Arleen Wheelan	2005-07-08 10:56:47.239	2005-07-08 12:05:56.911
RBS15	T:That Wonderful Urge	Lucile Watson	2005-07-07 22:30:03.363	2005-07-07 23:39:23.753
RBS15	T:That Wonderful Urge	Porter Hall	2005-07-07 21:28:53.035	2005-07-07 22:09:55.424
RBt6	T:The Guinea Pig	Richard Attenborough	2005-07-08 10:55:24.803	2005-07-08 11:39:08.909
RBt6	T:The Guinea Pig	Bernard Miles	2005-07-07 19:57:06.591	2005-07-07 21:03:57.009
RBt17	T:There's a Girl in my Soup	Nicky Henson	2005-07-08 04:09:39.49	2005-07-08 04:31:24.277
RBt20	T:The Last Word	Martin Landau	2005-07-08 02:39:53.635	2005-07-08 03:33:02.325
RBu15	T:Night of the Juggler	Richard Castellano	2005-07-07 16:45:38.874	2005-07-07 17:40:42.064
RC10	T:A Nous la Libert\'e	Paul Olivier	2005-07-08 04:10:52.2	2005-07-08 05:40:50.434
RC12	T:The Last Millionaire	Max Dearly	2005-07-07 19:53:08.06	2005-07-07 20:09:26.903
RC18	T:It Happened Tomorrow	Linda Darnell	2005-07-07 16:21:51.388	2005-07-07 16:47:02.948
RC21	T:La Beaut\'e du Diable	Michel Simon	2005-07-08 06:11:16.94	2005-07-08 07:21:53.31
RC21	T:La Beaut\'e du Diable	Raymond Cordy	2005-07-07 20:09:23.172	2005-07-07 20:29:08.485
RC21	T:La Beaut\'e du Diable	Nicole Besnard	2005-07-07 16:59:53.021	2005-07-07 18:22:17.917
RC21	T:La Beaut\'e du Diable	Paolo Stoppa	2005-07-08 08:29:14.75	2005-07-08 08:56:43.266
RcB1	T:Crisis	Antonio Moreno	2005-07-07 18:34:06.208	2005-07-07 18:40:18.143
RcB3	T:Deadline USA	Paul Stewart	2005-07-07 20:14:22.138	2005-07-07 21:04:58.296
RcB3	T:Deadline USA	Audrey Christie	2005-07-08 02:31:10.263	2005-07-08 03:12:01.915
RcB8	T:The Blackboard Jungle	Anne Francis	2005-07-07 23:22:32.267	2005-07-08 00:14:47.439
RcB8	T:The Blackboard Jungle	Allison Hayes	2005-07-08 00:43:55.269	2005-07-08 01:50:27.093
RcB13	T:Cat on a Hot Tin Roof	Madelaine Sherwood	2005-07-08 05:45:39.306	2005-07-08 06:17:46.48
RcB14	T:Elmer Gantry	Arthur Kennedy	2005-07-08 02:15:23.42	2005-07-08 03:38:56.595
RcB14	T:Elmer Gantry	Arthur Kennedy	2005-07-08 04:30:29.033	2005-07-08 04:44:08.003
RcB14	T:Elmer Gantry	Rex Ingram	2005-07-07 18:06:48.309	2005-07-07 18:49:19.068
RcB14	T:Elmer Gantry	Philip Ober	2005-07-07 22:49:33.624	2005-07-07 23:43:30.16
RcB16	T:Lord Jim	Paul Lukas	2005-07-08 02:04:01.453	2005-07-08 02:16:51.023
RcB16	T:Lord Jim	Akim Tamiroff	2005-07-08 11:39:23.603	2005-07-08 13:02:16.753
RcB17	T:The Professionals	Ralph Bellamy	2005-07-07 23:11:56.283	2005-07-08 00:05:38.791
RcB25	TZ:Bite the Bullet	Ben Johnson	2005-07-08 07:38:49.804	2005-07-08 08:17:35.456
RcB30	T:Looking for Mr.~Goodbar	Alan Feinstein	2005-07-07 17:43:48.682	2005-07-07 18:09:40.97
RcB40	TZ:Wrong is Right	Marianne Marks	2005-07-07 19:06:38.384	2005-07-07 19:38:06.522
RCh10	T:Masterminds	Patrick Stewart	2005-07-07 22:25:24.727	2005-07-07 22:34:34.453
RCh10	T:Masterminds	Brad Whitford	2005-07-08 00:26:22.361	2005-07-08 01:24:51.062
RCh10	T:Masterminds	Matt Craven	2005-07-08 06:24:21.545	2005-07-08 07:08:27.272
RCj20	T:Guyana, Cult of the Dammned	Pablo Ferrez	2005-07-08 02:42:31.696	2005-07-08 03:34:13.576
RCl13	T:Is Paris Burning?	Orson Welles	2005-07-07 17:35:59.175	2005-07-07 18:12:47.408
RCm10	T:Macon County Line	Max Baer	2005-07-07 16:52:19.1	2005-07-07 17:44:24.627
RCn10	TZ:Scandalous	Pamela Stephenson	2005-07-08 13:03:15.994	2005-07-08 13:18:28.855
RCn30	T:Dragon: The Bruce Lee Story	Michael Learned	2005-07-07 18:34:06.443	2005-07-07 19:08:32.21
RCn39	T:Daylight	Amy Brenneman	2005-07-08 01:06:05.057	2005-07-08 01:10:27.055
RCo11	T:Attack of the Crab Monster	Pamela Duncan	2005-07-08 11:45:09.916	2005-07-08 11:55:23.494
RCo11	T:Attack of the Crab Monster	Mel Welles	2005-07-07 15:55:39.211	2005-07-07 17:13:47.063
RCo14	T:Machine Gun Kelly	Wally Campo	2005-07-07 20:53:10.823	2005-07-07 21:50:01.693
RCo23	T:The Wasp Woman	Barboura Morris	2005-07-07 19:07:22.549	2005-07-07 19:25:58.579
RCo24	T:A Bucket of Blood	Anthony Carbone	2005-07-07 18:02:53.29	2005-07-07 19:20:15.783
RCo24	T:A Bucket of Blood	Bert Convy	2005-07-08 10:25:30.239	2005-07-08 10:44:26.478
RCo26	T:House of Usher	Mark Damon	2005-07-07 21:35:38.064	2005-07-07 22:40:52.215
RCo32	T:The Premature Burial	Ray Milland	2005-07-08 02:39:40.973	2005-07-08 03:58:22.54
RCo34	T:Tales of Terror	Maggie Pr.	2005-07-08 11:47:04.224	2005-07-08 12:51:02.747
RCo34	T:Tales of Terror	Wally Campo	2005-07-07 22:45:06.647	2005-07-07 23:14:52.081
RCo36	T:The Raven	Boris Karloff	2005-07-08 00:37:32.128	2005-07-08 00:45:40.541
RCo37	T:The Terror	Boris Karloff	2005-07-08 09:07:20.621	2005-07-08 09:49:28.498
RCo38	T:The Haunted Palace	Barbara Morris	2005-07-07 18:58:22.819	2005-07-07 20:12:13.428
RCo43	T:The Tomb of Ligeia	Oliver Johnson	2005-07-07 17:54:54.091	2005-07-07 18:13:12.447
RCo46	T:The Trip	Peter Fonda	2005-07-08 13:03:53.974	2005-07-08 13:23:36.147
RCo48	T:Gas-s-s!	Ben Vereen	2005-07-08 01:26:39.669	2005-07-08 02:15:11.886
RCo70	T:Watchers II	Marc Singer	2005-07-08 06:54:59.107	2005-07-08 07:58:24.88
RCS10	T:Camille	Alla Nazimova	2005-07-08 11:01:58.319	2005-07-08 11:41:22.951
RcW10	T:It's all True: Based on An Unfinished Film By Orson Welles	Orson Welles	2005-07-07 22:23:03.968	2005-07-07 23:20:58.992
RD4	T:The Omen	Martin Benson	2005-07-08 05:56:40.764	2005-07-08 06:30:21.938
RD5	T:Superman	Ned Beatty	2005-07-07 18:14:31.896	2005-07-07 19:40:26.52
RD8	TZ:The Toy	Ned Beatty	2005-07-07 15:49:29.329	2005-07-07 17:05:37.184
RD9	T:Ladyhawke	Matthew Broderick	2005-07-08 06:30:05.203	2005-07-08 07:32:14.034
RD15	T:Lady Luck	Mathew Broderick	2005-07-08 04:38:07.374	2005-07-08 04:52:42.858
RD15	T:Lady Luck	Michelle Pfeiffer	2005-07-07 20:31:48.517	2005-07-07 20:58:28.115
RD19	T:Lethal Weapon	Mel Gibson	2005-07-07 23:13:46.591	2005-07-08 00:03:36.358
RD19	T:Lethal Weapon	Mitchell Ryan	2005-07-07 22:03:43.229	2005-07-07 22:54:54.048
RD18	T:Absolute Beginners	Patsy Kensit	2005-07-07 21:10:56.656	2005-07-07 21:20:26.077
RD20	T:Scrooged	Bill Murray	2005-07-08 07:25:52.255	2005-07-08 08:22:13.209
RD20	T:Scrooged	Bobcat Goldthwait	2005-07-08 10:14:22.119	2005-07-08 10:46:36.348
RD25	T:Lethal Weapon II	Mel Gibson	2005-07-08 12:40:31.369	2005-07-08 13:08:39.302
RD25	T:Lethal Weapon II	Patsy Kensit	2005-07-08 14:07:12.533	2005-07-08 14:20:31.342
RD35	T:Lethal Weapon III	Mel Gibson	2005-07-08 08:17:41.454	2005-07-08 09:30:44.373
RD35	T:Lethal Weapon III	Rene Russo	2005-07-08 13:36:03.856	2005-07-08 13:42:24.538
RD37	T:Maverick	Mel Gibson	2005-07-08 06:44:09.72	2005-07-08 07:34:52.468
RD37	T:Maverick	Alfred Molina	2005-07-08 01:57:20.894	2005-07-08 02:37:26.623
RD43	T:Lethal Weapon 4	Mel Gibson	2005-07-07 22:36:48.746	2005-07-07 23:32:11.7
RD43	T:Lethal Weapon 4	Rene Russo	2005-07-07 18:58:36.941	2005-07-07 19:06:05.584
RDa1	T:The Green Man	Avril Nagers	2005-07-08 13:11:01.79	2005-07-08 14:38:52.888
RDa3	T:First Man Into Space	Marshall Thompson	2005-07-08 08:01:23.935	2005-07-08 08:14:52.591
RDa3	T:First Man Into Space	Marla Landi	2005-07-08 01:44:45.614	2005-07-08 02:28:32.705
RDa5	TZ:Two-Way Stretch	Peter Sellers	2005-07-08 03:39:02.883	2005-07-08 04:07:16.012
RDa5	TZ:Two-Way Stretch	Bernard Cribbins	2005-07-08 09:19:45.006	2005-07-08 09:35:41.625
RDa5	T:Two-Way Stretch	Maurice Denham	2005-07-08 12:21:39.903	2005-07-08 13:45:09.85
RDa5	T:Two-Way Stretch	Beryl Reid	2005-07-08 10:20:37.302	2005-07-08 11:31:35.904
RDa5	T:Two-Way Stretch	Liz Fraser	2005-07-07 15:48:25.833	2005-07-07 15:53:40.213
RDa5	T:Two-Way Stretch	Lionel Jeffries	2005-07-07 17:50:13.821	2005-07-07 18:32:32.891
RDa12	T:Tarzan and the Great River	Michael Padilla~jr.	2005-07-07 21:58:17.301	2005-07-07 22:26:37.078
RDa21	TZ:Initiation of Sarah	Morgan Brittany	2005-07-08 10:47:11.136	2005-07-08 12:02:46.677
RDa21	TZ:Initiation of Sarah	Morgan Fairchild	2005-07-07 21:24:49.353	2005-07-07 22:08:07.027
RDa25	T:The Man With Bogart's Face	Misty Rowe	2005-07-08 08:04:16.131	2005-07-08 08:11:03.837
RDa25	T:The Man With Bogart's Face	Michelle Phillips	2005-07-08 10:03:38.316	2005-07-08 10:27:37.878
RDa25	T:The Man With Bogart's Face	Olivia Hussey	2005-07-08 08:59:20.526	2005-07-08 09:34:01.341
RDa25	T:The Man With Bogart's Face	Mike Mazurki	2005-07-07 21:08:19.388	2005-07-07 22:32:57.25
RDh10	T:Le `Petit Baigneur'	Louis deFunes	2005-07-07 17:42:33.241	2005-07-07 18:54:31.932
RDh10	T:Le `Petit Baigneur'	Michel Galabru	2005-07-07 23:19:14.815	2005-07-07 23:54:25.545
RDi10	TZ:Deathgames	Lou Brown	2005-07-08 13:18:30.306	2005-07-08 14:47:32.05
RDL3	T:A Hard Day's Night	Paul McCartney	2005-07-08 14:43:07.858	2005-07-08 15:17:20.388
RDL3	T:A Hard Day's Night	Norman Rossington	2005-07-07 20:45:47.515	2005-07-07 20:58:10.062
RDL3	T:A Hard Day's Night	Norman Bassington	2005-07-07 19:31:17.181	2005-07-07 19:35:36.025
RDL3	T:A Hard Day's Night	Phil Collins	2005-07-08 02:10:13.825	2005-07-08 03:32:28.522
RDL4	T:The Knack	Michael Crawford	2005-07-07 15:47:44.551	2005-07-07 17:16:44.943
RDL4	T:The Knack	Ray Brooks	2005-07-08 10:20:08.582	2005-07-08 11:11:23.689
RDL5	T:Help!	Paul McCartney	2005-07-08 07:41:29.221	2005-07-08 08:39:03.469
RDL6	T:A Funny Thing Happened on the Way to the Forum	Zero Mostel	2005-07-07 18:42:15.248	2005-07-07 19:12:20.406
RDL6	T:A Funny Thing Happened on the Way to the Forum	Phil Silvers	2005-07-07 21:24:03.502	2005-07-07 22:51:44.888
RDL10	TZ:The Three Musketeers	Richard Chamberlain	2005-07-07 17:21:04.315	2005-07-07 17:28:13.053
RDL10	TZ:The Three Musketeers	Raquel Welch	2005-07-08 06:27:44.459	2005-07-08 07:46:02.154
RDL10	TZ:The Three Musketeers	Oliver Reed	2005-07-07 16:52:18.361	2005-07-07 17:45:59.365
RDL10	TZ:The Three Musketeers	Michael York	2005-07-07 19:20:30.186	2005-07-07 19:26:31.729
RDL11	T:Juggernaut	Omar Sharif	2005-07-07 18:40:38.138	2005-07-07 19:56:32.467
RDL11	T:Juggernaut	Anthony Hopkins	2005-07-08 08:31:21.009	2005-07-08 09:42:07.852
RDL12	TZ:Four Musketeers	Raquel Welch	2005-07-08 07:10:47.526	2005-07-08 07:15:53.088
RDL12	TZ:Four Musketeers	Richard Chamberlain	2005-07-07 18:15:06.159	2005-07-07 18:51:27.526
RDL12	TZ:Four Musketeers	Michael York	2005-07-08 10:44:28.999	2005-07-08 11:25:13.174
RDL13	T:Royal Flash	Malcom McDowall	2005-07-08 13:12:15.182	2005-07-08 14:27:59.12
RDL13	T:Royal Flash	Oliver Reed	2005-07-08 03:27:59.364	2005-07-08 03:51:14.093
RDL13	T:Royal Flash	Alan Bates	2005-07-08 14:12:26.341	2005-07-08 15:27:30.304
RDL13	T:Royal Flash	Lionel Jeffries	2005-07-08 08:39:34.408	2005-07-08 09:25:28.009
RDL13	T:Royal Flash	Alastair Sim	2005-07-07 19:17:35.85	2005-07-07 19:47:08.524
RDL13	T:Royal Flash	Michael Hodern	2005-07-08 10:00:45.89	2005-07-08 10:45:29.52
RDL15	T:Robin and Marian	Nicol Williamson	2005-07-07 19:34:51.589	2005-07-07 19:55:54.597
RDL17	T:Butch and Sundance, the Early Days	Michael C. Gwynne	2005-07-07 21:29:49.637	2005-07-07 22:13:04.203
RDL17	T:Butch and Sundance, the Early Days	Peter Weller	2005-07-08 05:08:03.903	2005-07-08 06:08:12.306
RDL18	TZ:Cuba	Martin Balsam	2005-07-07 20:17:20.271	2005-07-07 21:06:29.636
RDL18	TZ:Cuba	Alejandro Rey	2005-07-07 19:06:57.561	2005-07-07 20:11:01.683
RDL18	TZ:Cuba	Lonette McKee	2005-07-07 22:54:08.486	2005-07-07 23:09:14.137
RDL19	T:Superman II	Ned Beatty	2005-07-08 03:59:27.801	2005-07-08 04:55:39.091
RDL20	TZ:Superman II	Marlon Brando	2005-07-08 05:10:34.59	2005-07-08 06:17:27.747
RDL20	T:Superman III	Annie Ross	2005-07-08 04:29:42.527	2005-07-08 05:32:59.53
RDL20	T:Superman III	Pamela Stephenson	2005-07-07 19:34:54.456	2005-07-07 20:43:46.442
RDL20	T:Superman III	Marc McClure	2005-07-08 07:28:37.687	2005-07-08 07:32:02.233
RDL24	T:Finders Keepers	Lou Gossett~jr.	2005-07-07 21:40:39.909	2005-07-07 22:01:16.837
RDL24	T:Finders Keepers	Beverly DAngelo	2005-07-07 16:37:10.695	2005-07-07 17:08:29.762
RDL24	T:Finders Keepers	Pamela Stephens	2005-07-07 17:17:50.312	2005-07-07 17:28:17.234
RdM8	T:The Dark Past	Nina Foch	2005-07-08 02:35:35.367	2005-07-08 03:30:45.129
RdM18	T:Second Chance	Reginal Sheffield	2005-07-07 20:55:52.921	2005-07-07 21:38:20.346
RdM30	T:The 300 Spartans	Ralph Richardson	2005-07-07 18:10:31.056	2005-07-07 18:49:29.647
RdM30	T:The 300 Spartans	Barry Coe	2005-07-08 15:08:27.589	2005-07-08 15:52:29.058
RDo10	T:The Bounty	Anthony Hopkins	2005-07-07 23:09:47.012	2005-07-07 23:29:16.111
RDo10	T:The Bounty	Bernard Hill	2005-07-07 21:49:42.885	2005-07-07 22:54:48.203
RDo30	T:White Sands	Mary Elizabeth Mastantonio	2005-07-08 07:56:53.499	2005-07-08 08:25:19.765
RDo30	T:White Sands	Mickey Rourke	2005-07-08 06:49:44.426	2005-07-08 07:19:08.126
RDo32	T:The Getaway	Alec Baldwin	2005-07-08 12:03:24.929	2005-07-08 12:46:52.038
RDo32	T:The Getaway	Michael Madsen	2005-07-08 13:59:41.133	2005-07-08 15:10:25.196
RdR10	T:Gold Diggers of Broadway	Nancy Welford	2005-07-08 04:42:16.586	2005-07-08 05:01:01.267
RdR10	T:Gold Diggers of Broadway	Ann Pennington	2005-07-08 02:19:13.368	2005-07-08 02:27:03.722
RdR10	T:Gold Diggers of Broadway	Lilyan Tashman	2005-07-08 10:16:58.679	2005-07-08 11:41:02.74
RdR10	T:Gold Diggers of Broadway	Nick Lucas	2005-07-07 17:13:01.416	2005-07-07 18:13:22.48
RdR30	T:Blonde Crazy	Ray Milland	2005-07-07 22:18:25.155	2005-07-07 22:33:30.531
RdR30	T:Blonde Crazy	Louis Calhern	2005-07-07 23:55:42.749	2005-07-07 23:57:31.349
RdR30	T:Blonde Crazy	Polly Walters	2005-07-08 06:53:51.237	2005-07-08 07:48:48.406
RdR30	T:Blonde Crazy	Maude Eburne	2005-07-08 12:50:47.227	2005-07-08 14:19:12.295
RdR32	T:The Maltese Falcon	Oscar Apfel	2005-07-08 11:15:05.954	2005-07-08 11:46:48.473
RdR37	T:Taxi!	Loretta Young	2005-07-08 08:38:32.736	2005-07-08 08:45:49.648
RdR37	T:Taxi!	Matt McHugh	2005-07-08 13:22:52.371	2005-07-08 13:27:51.156
RdR40	T:Employees' Entrance	Barbara Stanwyck	2005-07-07 16:18:53.41	2005-07-07 17:43:51.047
RdR44	T:Lady Killer	Mae Clarke	2005-07-08 08:13:06.895	2005-07-08 08:22:48.407
RdR44	T:Lady Killer	Margaret Lindsay	2005-07-08 11:04:20.484	2005-07-08 12:16:52.409
RdR44	T:Lady Killer	Raymond Hatton	2005-07-08 07:01:47.093	2005-07-08 07:04:23.653
RdR46	T:Bulldog Drummond Strikes Back	Loretta Young	2005-07-07 15:58:20.885	2005-07-07 16:50:15.605
RdR46	T:Bulldog Drummond Strikes Back	Mischa Auer	2005-07-07 19:56:32.472	2005-07-07 20:10:21.509
RdR48	T:Folies Bergere	Merle Oberon	2005-07-08 01:00:56.038	2005-07-08 01:21:14.971
RdR48	T:Folies Bergere	Ann Sothern	2005-07-08 14:39:49.446	2005-07-08 14:53:28.361
RdR52	T:Born to Dance	Raymond Walburn	2005-07-07 20:23:50.085	2005-07-07 21:18:43.412
RdR52	T:Born to Dance	Reginald Gardiner	2005-07-07 17:01:11.245	2005-07-07 18:27:20.065
RdR54	T:On the Avenue	Madeleine Carroll	2005-07-08 04:03:55.311	2005-07-08 04:05:55.982
RdR54	T:On the Avenue	Walter Catlett	2005-07-07 16:18:53.759	2005-07-07 17:42:16.492
RdR54	T:On the Avenue	Alan Mowbray	2005-07-08 15:11:32.112	2005-07-08 15:17:23.232
RdR54	T:On the Avenue	Billy Gilbert	2005-07-08 15:02:13.877	2005-07-08 15:49:08.369
RdR56	T:Broadway Melody of 1938	Billy Gilbert	2005-07-07 20:08:21.791	2005-07-07 21:11:59.277
RdR56	T:Broadway Melody of 1938	Raymond Wilburn	2005-07-07 21:41:08.442	2005-07-07 22:47:14.658
RdR61	T:He Married his Wife	Mary Boland	2005-07-08 10:54:15.381	2005-07-08 12:19:58.314
RdR63	T:The Chocolate Soldier	Nigel Bruce	2005-07-07 18:58:02.24	2005-07-07 19:17:16.937
RdR64	T:Topper Returns	Billie Burke	2005-07-08 01:07:39.619	2005-07-08 01:15:41.622
RdR64	T:Topper Returns	Rafaela Ottiano	2005-07-08 09:21:24.169	2005-07-08 09:51:49.426
RdR66	T:Maisie Gets Her Man	Ann Sothern	2005-07-07 23:57:33.386	2005-07-08 01:14:56.601
RdR66	T:Maisie Gets Her Man	Red Skelton	2005-07-07 23:14:52.452	2005-07-07 23:19:46.375
RdR66	T:Maisie Gets Her Man	Allen Jenkins	2005-07-08 13:28:16.793	2005-07-08 14:31:42.119
RdR66	T:Maisie Gets Her Man	Lloyd Corrigan	2005-07-07 16:57:37.194	2005-07-07 16:57:43.637
RdR66	T:Maisie Gets Her Man	Walter Catlett	2005-07-07 20:12:34.716	2005-07-07 20:37:59.127
RdR66	T:Maisie Gets Her Man	Rags Ragland	2005-07-08 14:33:29.815	2005-07-08 15:44:51.018
RdR68	T:DuBarry Was a Lady	Lucille Ball	2005-07-07 17:24:21.479	2005-07-07 17:48:41.066
RDu10	TZ:Angelo My Love	Angelo Evans	2005-07-08 11:22:10.134	2005-07-08 12:28:57.456
RDu10	TZ:Angelo My Love	Michael Evans	2005-07-08 09:31:26.45	2005-07-08 10:37:42.465
RDu15	T:The Apostle	Miranda Richardson	2005-07-08 03:24:22.261	2005-07-08 04:06:49.895
RDW2	TZ:Beneath the 12-Mile Reef	Richard Boone	2005-07-08 06:31:13.374	2005-07-08 07:08:08.445
RDW2	TZ:Beneath the 12-Mile Reef	Peter Graves	2005-07-08 15:30:14.584	2005-07-08 16:00:32.1
RDW7	T:Caribbean Mystery	Reed Hadley	2005-07-08 05:21:02.55	2005-07-08 05:39:49.59
RDW10	T:Love Me Tender	Neville Brand	2005-07-08 01:38:31.817	2005-07-08 02:41:53.195
ReC4	T:Two Cents worth of Hope	Maria Fiore	2005-07-08 03:32:00.912	2005-07-08 04:09:38.106
ReC5	T:Romeo and Juliet	Aldo Zollo	2005-07-08 01:49:37.933	2005-07-08 02:31:30.702
ReC5	T:Romeo and Juliet	Mervyn Johns	2005-07-08 09:15:04.435	2005-07-08 09:28:49.003
ReC5	T:Romeo and Juliet	Lydia Sherwood	2005-07-08 07:38:58.065	2005-07-08 08:32:43.875
ReC5	T:Romeo and Juliet	Nietta Zocchi	2005-07-08 13:38:08.979	2005-07-08 14:28:55.319
ReC5	T:Romeo and Juliet	Bill Travers	2005-07-08 09:14:53.091	2005-07-08 10:32:39.238
